Station,Postcode,Latitude,Longitude,Owner
Swineshead,PE20 3PU,52.96980227,-0.187167438,East Midlands Railway
Swinton (Manchester),M27 6BT,53.51483449,-2.337461343,Northern Trains
Swinton (South Yorks),S64 8SP,53.4862404,-1.305821386,Northern Trains
Sydenham,SE26 5EU,51.4272463,-0.054243982,London Overground
Sydenham Hill,SE21 7ND,51.43271257,-0.080339572,Southeastern
Syon Lane,TW7 5NT,51.4817838,-0.324841916,South Western Railway
Syston,LE7 2HA,52.6942107,-1.082398824,East Midlands Railway
Tackley,OX5 3AT,51.88123834,-1.297535641,Great Western Railway
Tadworth,KT18 5AJ,51.2916362,-0.235964669,Govia Thameslink Railway (Southern)
Taffs Well,CF15 7PE,51.54080802,-3.262938469,TfW Rail
Tain,IV19 1JA,57.81442434,-4.052050008,ScotRail
Tal-y-Cafn,LL28 5RR,53.22836728,-3.818263919,TfW Rail
Talsarnau,LL47 6UA,52.90431302,-4.068155544,TfW Rail
Talybont,LL43 2AQ,52.77263508,-4.09659732,TfW Rail
Tame Bridge Parkway,WS10 0LD,52.55293414,-1.976211726,West Midlands Trains (West Midlands Railway)
Tamworth,B79 7JT,52.63747533,-1.686464562,West Midlands Trains (London Northwestern Railway)
Taplow,SL6 0NU,51.52356179,-0.681370469,TfL Rail
Tattenham Corner,KT18 5QD,51.30918196,-0.242609292,Govia Thameslink Railway (Southern)
Taunton,TA1 1QP,51.02330581,-3.102742086,Great Western Railway
Taynuilt,PA35 1JH,56.43081435,-5.239611451,ScotRail
Teddington,TW11 0BB,51.42447952,-0.332705991,South Western Railway
Teesside Airport,DL2 1NL,54.51813322,-1.42531156,Northern Trains
Teignmouth,TQ14 8PG,50.54806614,-3.494663438,Great Western Railway
Telford Central,TF3 4LZ,52.68110995,-2.44097128,West Midlands Trains (West Midlands Railway)
Templecombe,BA8 0JR,51.00150541,-2.417724998,South Western Railway
Tenby,SA70 7JY,51.67295078,-4.70669715,TfW Rail
Teynham,ME9 9DU,51.33338947,0.807425483,Southeastern
Thames Ditton,KT7 0PA,51.38909586,-0.339152188,South Western Railway
Thatcham,RG19 4PP,51.39384457,-1.243190138,Great Western Railway
Thatto Heath,WA9 5PE,53.43658504,-2.759374899,Northern Trains
The Hawthorns,B66 2HB,52.50537459,-1.964009083,West Midlands Trains (West Midlands Railway)
The Lakes (Warks),B94 5SE,52.35914512,-1.844673564,West Midlands Trains (West Midlands Railway)
Theale,RG7 4AA,51.43345164,-1.074973086,Great Western Railway
Theobalds Grove,EN8 7BG,51.69245491,-0.034831383,London Overground
Thetford,IP24 1AH,52.41912245,0.74507294,Greater Anglia
Thirsk,YO7 4LS,54.22821175,-1.372588141,TransPennine Express
Thornaby,TS17 6AW,54.55927091,-1.301412071,TransPennine Express
Thorne North,DN8 4HZ,53.61606285,-0.972330839,Northern Trains
Thorne South,DN8 5QN,53.60332959,-0.955109263,Northern Trains
Thornford,DT9 6PT,50.91057873,-2.578987564,Great Western Railway
Thornliebank,G46 7DA,55.8111047,-4.311708128,ScotRail
Thornton Abbey,DN39 6XF,53.65430145,-0.323021491,Northern Trains
Thornton Heath,CR7 8RX,51.39877577,-0.100305947,Govia Thameslink Railway (Southern)
Thorntonhall,G74 5AB,55.76868368,-4.251163138,ScotRail
Thorpe Bay,SS1 3JY,51.53756747,0.761727916,c2c
Thorpe Culvert,PE24 4NL,53.12308991,0.199415145,East Midlands Railway
Thorpe-le-Soken,CO16 0HQ,51.84763298,1.161400333,Greater Anglia
Three Bridges,RH10 1LY,51.1169223,-0.161184083,Govia Thameslink Railway (Southern)
Three Oaks,TN35 4NL,50.90111269,0.613050943,Govia Thameslink Railway (Southern)
Thurgarton,NG14 7JY,53.02894306,-0.962257041,East Midlands Railway
Thurnscoe,S63 0JR,53.54504283,-1.308783758,Northern Trains
Thurso,KW14 7DL,58.59018058,-3.527548851,ScotRail
Thurston,IP31 3QU,52.25000035,0.808652672,Greater Anglia
Tilbury Town,RM18 7BJ,51.46235627,0.354038458,c2c
Tile Hill,CV4 8AS,52.39510476,-1.596848536,West Midlands Trains (West Midlands Railway)
Tilehurst,RG31 6TH,51.4715087,-1.029815955,Great Western Railway
Tipton,DY4 8ET,52.53044359,-2.06570141,West Midlands Trains (West Midlands Railway)
Tir-Phil,NP24 6EL,51.72090998,-3.246380718,TfW Rail
Tisbury,SP3 6JT,51.0608547,-2.079002353,South Western Railway
Tiverton Parkway,EX16 7EH,50.91718132,-3.359644702,Great Western Railway
Todmorden,OL14 7AA,53.71381946,-2.09965943,Northern Trains
Tolworth,KT5 9NX,51.37685897,-0.27946147,South Western Railway
Ton Pentre,CF41 7PN,51.64780468,-3.486188006,TfW Rail
Tonbridge,TN9 1TT,51.1914091,0.27097304,Southeastern
Tondu,CF32 9DR,51.54736632,-3.595550177,TfW Rail
Tonfanau,LL36 8LP,52.6135469,-4.123698855,TfW Rail
Tonypandy,CF40 2TU,51.61976675,-3.448869879,TfW Rail
Tooting,SW17 9JR,51.419847,-0.161277734,Govia Thameslink Railway (Thameslink)
Topsham,EX3 0DS,50.68622033,-3.464423332,Great Western Railway
Torquay,TQ2 6NU,50.46113806,-3.543275945,Great Western Railway
Torre,TQ2 5DD,50.47319287,-3.546416605,Great Western Railway
Totnes,TQ9 5JR,50.43586935,-3.688693109,Great Western Railway
Tottenham Hale,N17 9LR,51.58830824,-0.059929187,Greater Anglia
Totton,SO40 3AB,50.91788188,-1.482417464,South Western Railway
Town Green,L39 6RG,53.54281008,-2.904487051,Merseyrail
Trafford Park,M32 1AA,53.45481932,-2.310631434,Northern Trains
Trefforest,CF37 1SL,51.59146592,-3.3251184,TfW Rail
Trefforest Estate,CF38 1SG,51.56829579,-3.29024872,TfW Rail
Trehafod,CF37 2LL,51.61015454,-3.380975182,TfW Rail
Treherbert,CF42 5HU,51.6722472,-3.536303162,TfW Rail
Treorchy,CF42 6UE,51.65753669,-3.505734492,TfW Rail
Trimley,IP10 0TS,51.97652505,1.319536268,Greater Anglia
Tring,HP23 5QR,51.80074049,-0.622439409,West Midlands Trains (London Northwestern Railway)
Troed-Y-Rhiw,CF48 4DY,51.7124292,-3.34674461,TfW Rail
Troon,KA10 6JY,55.54281693,-4.655300718,ScotRail
Trowbridge,BA14 8HW,51.31983297,-2.214334707,Great Western Railway
Truro,TR1 3HH,50.26384754,-5.064813693,Great Western Railway
Tulloch,PH31 4AR,56.88428433,-4.70132227,ScotRail
Tulse Hill,SE27 9BW,51.43985964,-0.105076767,Govia Thameslink Railway (Southern)
Tunbridge Wells,TN1 1BT,51.13023179,0.262810302,Southeastern
Turkey Street,EN3 5TT,51.67262646,-0.047216638,London Overground
Tutbury and Hatton,DE65 5DX,52.86413634,-1.682235104,East Midlands Railway
Tweedbank,TD1 3AB,55.60574439,-2.759531573,ScotRail
Twickenham,TW1 1BD,51.45003001,-0.330393822,South Western Railway
Twyford,RG10 9NA,51.4755338,-0.863292641,Great Western Railway
Ty Croes,LL63 5HX,53.22256308,-4.474733847,TfW Rail
Ty Glas,CF14 5DL,51.52154217,-3.196534694,TfW Rail
Tygwyn,LL47 6TF,52.89379012,-4.078655609,TfW Rail
Tyndrum Lower,FK20 8RZ,56.43334785,-4.714822246,ScotRail
Tyseley,B11 2HH,52.45411787,-1.839116207,West Midlands Trains (West Midlands Railway)
Tywyn,LL36 9EY,52.58558104,-4.09356008,TfW Rail
Uckfield,TN22 5DL,50.96873724,0.096380885,Govia Thameslink Railway (Southern)
Uddingston,G71 7LR,55.82353265,-4.086698551,ScotRail
Ulceby,DN39 6BE,53.61919962,-0.300826771,Northern Trains
Ulleskelf,LS24 9DJ,53.85361183,-1.213972177,Northern Trains
Ulverston,LA12 0DP,54.19158776,-3.09791569,Northern Trains
Umberleigh,EX37 9AB,50.99675297,-3.982887788,Great Western Railway
University (Birmingham),B15 2FB,52.45124357,-1.936683911,West Midlands Trains (West Midlands Railway)
Uphall,EH54 5QG,55.91904635,-3.502120113,ScotRail
Upholland,WN8 9QD,53.52838217,-2.741405313,Northern Trains
Upminster,RM14 2TD,51.55910602,0.250883915,c2c
Upper Halliford,TW16 7HB,51.41306623,-0.430905797,South Western Railway
Upper Holloway,N19 4DJ,51.56362974,-0.129513083,London Overground
Upper Tyndrum,FK20 8RY,56.43466889,-4.703722626,ScotRail
Upper Warlingham,CR3 0EP,51.30851019,-0.077951747,Govia Thameslink Railway (Southern)
Upton (Merseyside),CH43 9RY,53.38649081,-3.084153042,TfW Rail
Upwey,DT3 5RB,50.64827403,-2.46613842,South Western Railway
Urmston,M41 5AW,53.44827248,-2.353796854,Northern Trains
Uttoxeter,ST14 8XG,52.8967923,-1.857254842,East Midlands Railway
Valley,LL65 3EW,53.28129013,-4.563369948,TfW Rail
Vauxhall,SW8 1SS,51.48618836,-0.12288955,South Western Railway
Victoria,SW1V 1JU,51.49525603,-0.144558809,Network Rail
Virginia Water,GU25 4AA,51.40180139,-0.562173849,South Western Railway
Waddon,CR0 4UP,51.36739631,-0.117335912,Govia Thameslink Railway (Southern)
Wadhurst,TN5 6RZ,51.0734586,0.313173499,Southeastern
Wainfleet,PE24 2DR,53.10512461,0.234727276,East Midlands Railway
Wakefield Kirkgate,WF1 4EL,53.67865952,-1.488570701,Northern Trains
Wakefield Westgate,WF1 2QN,53.68307444,-1.506110611,London North Eastern Railway
Walkden,M28 3DY,53.51977724,-2.396321349,Northern Trains
Wallasey Grove Road,CH45 8JX,53.42800647,-3.069707525,Merseyrail
Wallasey Village,CH45 8PD,53.42288795,-3.069127542,Merseyrail
Wallington,SM6 0DZ,51.36038501,-0.150832954,Govia Thameslink Railway (Southern)
Wallyford,EH21 8DZ,55.94028771,-3.014950848,ScotRail
Walmer,CT14 7RN,51.20331832,1.382874266,Southeastern
Walsall,WS2 9JS,52.58439992,-1.984755139,West Midlands Trains (West Midlands Railway)
Walsden,OL14 7ST,53.69626161,-2.104464296,Northern Trains
Waltham Cross,EN8 7LU,51.68505932,-0.026558398,Greater Anglia
Walthamstow Central,E17 7LP,51.58291708,-0.019815029,London Overground
Walthamstow Queen's Road,E17 7QJ,51.58150126,-0.023845893,London Overground
Walton (Merseyside),L9 1EY,53.45621851,-2.965747539,Merseyrail
Walton-On-Thames,KT12 1NR,51.37293004,-0.414635038,South Western Railway
Walton-on-the-Naze,CO14 8DH,51.8461653,1.267669581,Greater Anglia
Wanborough,GU3 2ED,51.24452266,-0.667587798,South Western Railway
Wandsworth Common,SW12 8SG,51.44618339,-0.163385992,Govia Thameslink Railway (Southern)
Wandsworth Road,SW4 6AD,51.47021498,-0.138519666,London Overground
Wandsworth Town,SW18 1SU,51.4610464,-0.188125482,South Western Railway
Wanstead Park,E7 0HX,51.55169121,0.026212988,London Overground
Wapping,E1W 3PA,51.50438644,-0.055930898,London Overground
Warblington,PO9 2QD,50.85344563,-0.967156447,Govia Thameslink Railway (Southern)
Ware (Herts),SG12 9UT,51.80795874,-0.028781386,Greater Anglia
Wareham (Dorset),BH20 4AS,50.69289024,-2.115246764,South Western Railway
Wargrave,RG10 8EU,51.4981589,-0.876516734,Great Western Railway
Warminster,BA12 9BP,51.20677844,-2.176734316,Great Western Railway
Warnham,RH12 3SR,51.09290091,-0.329464172,Govia Thameslink Railway (Southern)
Warrington Bank Quay,WA1 1LW,53.38601086,-2.602364553,Avanti West Coast
Warrington Central,WA2 7TT,53.39181867,-2.593168689,Northern Trains
Warrington West,WA5 8SA,53.39399602,-2.638087072,Northern Trains
Warwick,CV34 4LA,52.2865406,-1.581854651,Chiltern Railways
Warwick Parkway,CV35 8RH,52.28610423,-1.612058009,Chiltern Railways
Water Orton,B46 1NE,52.51858624,-1.743090565,West Midlands Trains (West Midlands Railway)
Waterbeach,CB25 9HT,52.26230346,0.196790502,Govia Thameslink Railway (Great Northern)
Wateringbury,ME18 5EA,51.24973269,0.422466481,Southeastern
Waterloo,SE1 8SW,51.50329709,-0.113108948,Network Rail
Waterloo (Merseyside),L22 0LY,53.47495642,-3.025536673,Merseyrail
Waterloo East,SE1 8NH,51.50407456,-0.108898165,Southeastern
Watford High Street,WD17 2NW,51.6526539,-0.391711178,London Overground
Watford Junction,WD17 1EU,51.66352805,-0.396517054,West Midlands Trains (London Northwestern Railway)
Watford North,WD24 7DS,51.67570297,-0.389925807,West Midlands Trains (London Northwestern Railway)
Watlington,PE33 0JF,52.67316929,0.383316073,Govia Thameslink Railway (Great Northern)
Watton-At-Stone,SG14 3SH,51.85643635,-0.11942749,Govia Thameslink Railway (Great Northern)
Waun-gron Park,CF5 2BN,51.48819931,-3.229652897,TfW Rail
Wavertree Technology Park,L13 1EG,53.40519486,-2.922909385,Northern Trains
Weeley,CO16 9DH,51.85309538,1.115481623,Greater Anglia
Weeton,LS17 0HL,53.92317886,-1.581215779,Northern Trains
Welham Green,AL9 7HF,51.73635082,-0.210691753,Govia Thameslink Railway (Great Northern)
Welling,DA16 3DN,51.46479661,0.101689552,Southeastern
Wellingborough,NN8 1NA,52.30378212,-0.676650949,East Midlands Railway
Wellington (Shropshire),TF1 1BY,52.70130756,-2.517165761,West Midlands Trains (West Midlands Railway)
Welshpool,SY21 7AZ,52.65749778,-3.139871767,TfW Rail
Welwyn Garden City,AL8 6HA,51.80104673,-0.204070489,Govia Thameslink Railway (Great Northern)
Welwyn North,AL6 0AS,51.82349607,-0.192091562,Govia Thameslink Railway (Great Northern)
Wem,SY4 5AZ,52.85641213,-2.718017304,TfW Rail
Wembley Central,HA9 7AJ,51.55232398,-0.296432869,London Underground
Wembley Stadium,HA9 8BQ,51.55441437,-0.285608307,Chiltern Railways
Wemyss Bay,PA18 6AA,55.87615031,-4.889081204,ScotRail
Wendover,HP22 6BN,51.76175683,-0.747372385,Chiltern Railways
Wennington,LA2 8PB,54.12370738,-2.587510772,Northern Trains
West Allerton,L18 7HF,53.36912772,-2.906964703,Northern Trains
West Brompton,SW5 9JX,51.48705997,-0.195592641,London Underground
West Byfleet,KT14 6DY,51.33922486,-0.505485229,South Western Railway
West Calder,EH55 8BP,55.85380744,-3.567017443,ScotRail
West Croydon,CR0 2TA,51.37842621,-0.102585552,London Overground
West Drayton,UB7 9DY,51.51005399,-0.472234315,TfL Rail
West Dulwich,SE21 8HN,51.44071637,-0.091371513,Southeastern
West Ealing,W13 0NQ,51.51350433,-0.320133285,TfL Rail
West Ham,E15 3BN,51.52848761,0.005431065,London Underground
West Hampstead,NW6 2LJ,51.54746624,-0.191184598,London Overground
West Hampstead Thameslink,NW6 2RB,51.54847445,-0.191836919,Govia Thameslink Railway (Thameslink)
West Horndon,CM13 3TJ,51.56794305,0.340643637,c2c
West Kilbride,KA23 9BP,55.69616114,-4.851746825,ScotRail
West Kirby,CH48 4DZ,53.37317545,-3.183771928,Merseyrail
West Malling,ME19 6HJ,51.29201832,0.418653247,Southeastern
West Norwood,SE27 0HS,51.43174608,-0.103829996,Govia Thameslink Railway (Southern)
West Ruislip,HA4 7DW,51.56975749,-0.437767755,London Underground
West Runton,NR27 9QD,52.935522,1.245457334,Greater Anglia
West St Leonards,TN38 0NL,50.85315107,0.539935202,Southeastern
West Sutton,SM1 2EY,51.36585249,-0.20517335,Govia Thameslink Railway (Thameslink)
West Wickham,BR4 0EH,51.38129974,-0.01443195,Southeastern
West Worthing,BN11 4SR,50.81835284,-0.392985202,Govia Thameslink Railway (Southern)
Westbury,BA13 4HP,51.26698798,-2.199181964,Great Western Railway
Westcliff,SS0 7SB,51.53733068,0.691465853,c2c
Westcombe Park,SE3 7EQ,51.48420097,0.018394653,Southeastern
Westenhanger,TN25 6DE,51.09495739,1.038049484,Southeastern
Wester Hailes,EH14 3AQ,55.91432143,-3.284339765,ScotRail
Westerfield,IP6 9AE,52.08097928,1.165904717,Greater Anglia
Westerton,G61 1PA,55.90481233,-4.334881061,ScotRail
Westgate-On-Sea,CT8 8QY,51.38144185,1.3383617,Southeastern
Westhoughton,BL5 3LE,53.55567226,-2.523727021,Northern Trains
Weston Milton,BS22 8PF,51.34847363,-2.94238656,Great Western Railway
Weston-Super-Mare,BS23 1XY,51.34432292,-2.971662969,Great Western Railway
Wetheral,CA4 8JP,54.88384326,-2.831713594,Northern Trains
Weybridge,KT13 8UD,51.36177033,-0.457738674,South Western Railway
Weymouth,DT4 7BN,50.61531728,-2.454222305,South Western Railway
Whaley Bridge,SK23 7AA,53.33023628,-1.984645284,Northern Trains
Whalley (Lancashire),BB7 9SE,53.82401936,-2.412253335,Northern Trains
Whatstandwell,DE4 5HE,53.08331444,-1.50408634,East Midlands Railway
Whifflet,ML5 4AS,55.85369638,-4.018656019,ScotRail
Whimple,EX5 2QH,50.76803154,-3.354322674,South Western Railway
Whinhill,PA15 3AH,55.93837743,-4.746695566,ScotRail
Whiston,L35 3TY,53.41387177,-2.796432269,Northern Trains
Whitby,YO21 1YN,54.48460931,-0.615402936,Northern Trains
Whitchurch (Cardiff),CF14 1BP,51.52075406,-3.223250941,TfW Rail
Whitchurch (Hampshire),RG28 7ER,51.23754468,-1.337747114,South Western Railway
Whitchurch (Shropshire),SY13 1RL,52.96806268,-2.671698594,TfW Rail
White Hart Lane,N17 8HG,51.60503548,-0.07091362,London Overground
White Notley,CM8 1RP,51.83890914,0.595863403,Greater Anglia
Whitechapel,E1 1BY,51.51946746,-0.059757126,London Underground
Whitecraigs,G46 6JB,55.79032741,-4.310157677,ScotRail
Whitehaven,CA28 6AX,54.55303567,-3.586933824,Northern Trains
Whitland,SA34 0AP,51.81803585,-4.614391824,TfW Rail
Whitley Bridge,DN14 0HH,53.6991301,-1.158280417,Northern Trains
Whitlocks End,B90 1PN,52.39183304,-1.851539047,West Midlands Trains (West Midlands Railway)
Whitstable,CT5 1RB,51.35757934,1.033294643,Southeastern
Whittlesea,PE7 1UF,52.54952763,-0.118991017,Greater Anglia
Whittlesford Parkway,CB22 4NL,52.10358626,0.165617092,Greater Anglia
Whitton,TW2 7LG,51.44960617,-0.357681416,South Western Railway
Whitwell (Derbyshire),S80 4NY,53.27996078,-1.200207235,East Midlands Railway
Whyteleafe,CR3 0AD,51.30995651,-0.081148379,Govia Thameslink Railway (Southern)
Whyteleafe South,CR3 0BB,51.30338526,-0.076917733,Govia Thameslink Railway (Southern)
Wick,KW1 4QT,58.44157173,-3.096859229,ScotRail
Wickford,SS11 7AT,51.61502058,0.519185027,Greater Anglia
Wickham Market,IP13 0PT,52.15109622,1.39868001,Greater Anglia
Widdrington,NE61 5QH,55.24130712,-1.616473584,Northern Trains
Widnes,WA8 7TJ,53.37849937,-2.733537087,Northern Trains
Widney Manor,B91 3JW,52.39593634,-1.774370634,West Midlands Trains (West Midlands Railway)
Wigan North Western,WN1 1BJ,53.54366406,-2.63327414,Avanti West Coast
Wigan Wallgate,WN1 1BB,53.54482404,-2.633185822,Northern Trains
Wigton,CA7 9BA,54.8291206,-3.164343205,Northern Trains
Wildmill,CF31 1RW,51.52087495,-3.579633351,TfW Rail
Willesden Junction,NW10 4UY,51.53249531,-0.244547893,London Overground
Williamwood,G76 7HQ,55.7936913,-4.290335503,ScotRail
Willington,DE65 6BN,52.85364571,-1.563360686,East Midlands Railway
Wilmcote,CV37 9UP,52.22299961,-1.756011498,West Midlands Trains (West Midlands Railway)
Wilmslow,SK9 1BU,53.32684948,-2.226327285,Northern Trains
Wilnecote (Staffs),B77 5AL,52.61071271,-1.679714643,West Midlands Trains (West Midlands Railway)
Wimbledon,SW19 7NL,51.42127442,-0.20638304,South Western Railway
Wimbledon Chase,SW20 8JT,51.40955702,-0.214031236,Govia Thameslink Railway (Thameslink)
Winchelsea,TN36 4JX,50.93376303,0.702261626,Govia Thameslink Railway (Southern)
Winchester,SO23 8TJ,51.06721108,-1.319700063,South Western Railway
Winchfield,RG27 8BX,51.28494987,-0.906977423,South Western Railway
Winchmore Hill,N21 3NG,51.63394054,-0.100900241,Govia Thameslink Railway (Great Northern)
Windermere,LA23 1AH,54.37960601,-2.903391911,Northern Trains
Windsor and Eton Central,SL4 1PJ,51.48326721,-0.610379951,Great Western Railway
Windsor and Eton Riverside,SL4 1QG,51.48564944,-0.606534067,South Western Railway
Winnersh,RG41 5LU,51.43028229,-0.876858641,South Western Railway
Winnersh Triangle,RG41 5TS,51.4367414,-0.891331695,South Western Railway
Winsford,CW7 3NF,53.19051373,-2.494599683,West Midlands Trains (London Northwestern Railway)
Wishaw,ML2 0EX,55.77204708,-3.926425694,ScotRail
Witham,CM8 2BS,51.80596589,0.63913005,Greater Anglia
Witley,GU8 5TB,51.13316132,-0.64578305,South Western Railway
Witton (West Midlands),B6 7BA,52.51238077,-1.88443481,West Midlands Trains (West Midlands Railway)
Wivelsfield,RH15 0QF,50.96429519,-0.120790019,Govia Thameslink Railway (Southern)
Wivenhoe,CO7 9DJ,51.85652727,0.956137566,Greater Anglia
Woburn Sands,MK17 8UD,52.01815093,-0.654084042,West Midlands Trains (London Northwestern Railway)
Woking,GU22 7AE,51.31846855,-0.556959702,South Western Railway
Wokingham,RG40 2AP,51.41121817,-0.842543269,South Western Railway
Woldingham,CR3 7LT,51.29015625,-0.051869712,Govia Thameslink Railway (Southern)
Wolverhampton,WV1 1LE,52.58784654,-2.119514777,West Midlands Trains (West Midlands Railway)
Wolverton,MK12 5LJ,52.06587739,-0.804267019,West Midlands Trains (London Northwestern Railway)
Wombwell,S73 0LU,53.51734635,-1.416162632,Northern Trains
Wood End,B94 5DS,52.34368143,-1.844213909,West Midlands Trains (West Midlands Railway)
Wood Street,E17 3LX,51.58657871,-0.002405402,London Overground
Woodbridge,IP12 4AU,52.09044274,1.317771042,Greater Anglia
Woodgrange Park,E7 8AF,51.54926197,0.044423225,London Overground
Woodhall,PA14 5PP,55.93121195,-4.655402197,ScotRail
Woodhouse,S13 7RF,53.36374424,-1.357553565,Northern Trains
Woodlesford,LS26 8RA,53.75678792,-1.442879545,Northern Trains
Woodley,SK6 1NX,53.42925502,-2.09327181,Northern Trains
Woodmansterne,CR5 3HS,51.31901858,-0.154262129,Govia Thameslink Railway (Southern)
Woodsmoor,SK2 7DW,53.38647532,-2.142086862,Northern Trains
Wool,BH20 6BL,50.68163975,-2.221460148,South Western Railway
Woolston,SO19 2DJ,50.8989238,-1.377057963,South Western Railway
Woolwich Arsenal,SE18 6EU,51.48990712,0.069193906,Southeastern
Woolwich Dockyard,SE18 5JY,51.49112526,0.054641945,Southeastern
Wootton Wawen,B95 6BJ,52.26690126,-1.784696724,West Midlands Trains (West Midlands Railway)
Worcester Foregate Street,WR1 1DB,52.19514631,-2.221596651,West Midlands Trains (West Midlands Railway)
Worcester Park,KT4 7NB,51.38125125,-0.245167311,South Western Railway
Worcester Shrub Hill,WR4 9EJ,52.19472805,-2.209408038,West Midlands Trains (West Midlands Railway)
Worcestershire Parkway,WR7 4RD,52.15604762,-2.160025438,Great Western Railway
Workington,CA14 2UZ,54.64509932,-3.558501008,Northern Trains
Worksop,S81 7AG,53.31150714,-1.122771353,Northern Trains
Worle,BS22 6WA,51.3580393,-2.909622115,Great Western Railway
Worplesdon,GU22 0RN,51.2890167,-0.582578214,South Western Railway
Worstead,NR28 9RX,52.77742222,1.404081105,Greater Anglia
Worthing,BN11 1UR,50.81849773,-0.376171465,Govia Thameslink Railway (Southern)
Wrabness,CO11 2TJ,51.93950586,1.171497904,Greater Anglia
Wraysbury,TW19 5NJ,51.45770755,-0.541921905,South Western Railway
Wrenbury,CW5 8EX,53.01939104,-2.595946731,TfW Rail
Wressle,YO8 6ES,53.77292348,-0.924349107,Northern Trains
Wrexham Central,LL11 1SN,53.04619131,-2.999053041,TfW Rail
Wrexham General,LL11 1EL,53.05023502,-3.002443538,TfW Rail
Wye,TN25 5EB,51.18500853,0.929303638,Southeastern
Wylam,NE41 8JA,54.97497332,-1.814061926,Northern Trains
Wylde Green,B73 5LA,52.5457146,-1.831409009,West Midlands Trains (West Midlands Railway)
Wymondham,NR18 0JZ,52.56540874,1.118025319,Greater Anglia
Wythall,B47 6BY,52.37993789,-1.86553514,West Midlands Trains (West Midlands Railway)
Yalding,ME18 6HN,51.22648129,0.412164074,Southeastern
Yardley Wood,B28 0BY,52.42150383,-1.854380509,West Midlands Trains (West Midlands Railway)
Yarm,TS15 9EH,54.49389955,-1.35154517,TransPennine Express
Yate,BS37 5JF,51.54060425,-2.432521996,Great Western Railway
Yatton,BS49 4AJ,51.39101691,-2.827779282,Great Western Railway
Yeoford,EX17 5JB,50.77692855,-3.727119888,Great Western Railway
Yeovil Junction,BA22 9UU,50.92475093,-2.612456891,South Western Railway
Yeovil Pen Mill,BA21 5DD,50.94452921,-2.613428541,Great Western Railway
Yetminster,DT9 6LH,50.89576697,-2.573756024,Great Western Railway
Ynyswen,CF42 6EG,51.66497535,-3.521597504,TfW Rail
Yoker,G81 1AD,55.89259183,-4.386287682,ScotRail
York,YO24 1AB,53.95796604,-1.093182204,London North Eastern Railway
Yorton,SY4 3EP,52.80895982,-2.736461529,TfW Rail
Ystrad Mynach,CF82 7BP,51.64093794,-3.241295938,TfW Rail
Ystrad Rhondda,CF41 7SR,51.64364389,-3.466685257,TfW Rail
