GTIN,Category,Sub Category,Product,Brand,Price,Unit Price,Unit,Offer
5010251764687,Value Shop,Multi-saves,Morrisons The Best Salmon Smoked Haddock & King Prawn Fish Pie,Morrisons The Best,4.0,10.0,per kg,Buy 2 for £7
5010251413172,Value Shop,Multi-saves,Morrisons Beef Lasagne ,Morrisons,2.99,7.48,per kg,Buy 2 for £5
5010525165691,Fresh,Desserts,Market Street Fresh Cream Jam Doughnuts,Morrisons,1.65,0.825,each,Buy 2 for £3
5010251750925,Jubilee,Picnic,Morrisons Mild Cheddar 10 Slices,Morrisons,2.49,9.96,per kg,Buy 2 for £3.50
5010525118314,Fresh,Cooked Meats,Greenside Deli Breaded Ham Family Pack,Greenside,1.85,0.5004,per 100g,"Offer price £1.85, was £2"
7622210318985,Fresh,Cheese,Dairylea Cheese Spread,Dairylea,1.5,5.5535,per kg,"Offer price £1.50, was £2.15"
3277390000430,Fresh,Yogurts,The Collective Suckies Strawberry Kids Yogurt Pouch,The Collective,0.75,0.75,per 100g,Buy 3 for £2
5010525058009,Fish & Seafood,Fresh Prepacked,Morrisons Hot Smk Sweetcure Mackerel,Morrisons,2.2,1.1,per 100g,
50824991,Food Cupboard,"Tins, Cans & Packets",Parson's Pickled Cockles,Parsons,2.0,1.29,per 100g,
5010251629474,Fish & Seafood,Fresh Prepacked,Morrisons Fishmonger Scottish Mussels in White Wine Sauce ,Morrisons,2.5,5.0,per kg,
2335291000001,Fish & Seafood,From Our Fishmongers Counter,Morrisons Plaice Fillet ,Morrisons,2.57,14.5,per kg,
5060044533549,Fish & Seafood,Fresh Prepacked,Big Prawn Company Big & Juicy Crayfish Tails,Big Prawn Company,4.0,40.0,per kg,
5000144727851,Fish & Seafood,From Our Fishmongers Counter,Morrisons Mackerel Fillet ,Morrisons,1.53,11.0,per kg,
5010525121048,The Best,Fresh,Morrisons The Best Yellow Fin Tuna ,Morrisons The Best,7.0,29.17,per kg,
5010251794981,Fish & Seafood,Fresh Prepacked,Morrisons Sweetcure Herring,Morrisons,2.0,0.714,per 100g,
5010525063256,The Best,Fresh,Morrisons The Best Habanero Chilli King Prawns,Morrisons The Best,2.5,1.43,per 100g,
5010251696919,Fish & Seafood,Fresh Prepacked,Morrisons Fish Pie Sauce,Morrisons,1.2,0.48,per 100g,
5038599000014,Fish & Seafood,Fresh Prepacked,Bradleys Jellied Eels,Bradleys,3.0,1.5,per 100g,
5010525057989,Fish & Seafood,Fresh Prepacked,Morrisons Hot Smoked Sweet Chilli Mackerel,Morrisons,2.2,1.1,per 100g,
5039388073752,Home & Garden,Dining,Peppa Pig Perfect Day 3 Piece Metal Cutlery Set,Peppa Pig,6.3,6.3,each,
5026953017129,Home & Garden,Kitchen,"Poli-dri Cotton Tea Towel, Lavender 70cm",Samuel Lamont,4.0,4.0,each,
5029594288521,Home & Garden,DIY,Rolson 8pc Screwdriver Set,Rolson,5.0,5.0,each,
5010777117141,Home & Garden,Bathroom,Salter Mechanical Bathroom Scale,Salter,15.0,15.0,each,
5017303021811,Home & Garden,Home Office,Snopake A4 Polyfile Landscape Clear,Snopake,1.39,1.39,each,
4007817119211,Home & Garden,Home Office,Staedtler Noris HB Pencils ,Staedtler,2.35,0.47,each,
8058040096493,Home & Garden,Kitchen,Tri-Coastal Ewe &Me Basic Lunch Bag,Tri-Coastal,3.0,0.0,each,
633926000023,Home & Garden,DIY,Vintage Small Screw Filament 25W Candle Light Bulb,Dowsing & Reynolds,7.0,7.0,each,
5023377845901,Home & Garden,"BBQ, Garden & Outdoor Living",Westland Bone Meal Root Builder,Westlands,4.0,0.267,per 100g,
5024475025820,Home & Garden,Home Office,Zebra Classic Rose Gold Ballpoint Pens ,Zebra Pens,2.35,0.783,each,
5027455429649,Home & Garden,Home Office,Rex London Wild Wonders A5 Notebook,Rex International,2.7,2.7,each,
4006387079079,Home & Garden,Kitchen,BRITA MAXTRA+ water filter cartridges,Brita,30.0,5.0,each,
5012128402821,Home & Garden,Home Office,Brown Padded Envelope - D,Anker,1.29,0.43,each,
5012904017492,Home & Garden,Kitchen,Chef Aid Funnel,Chef Aid,2.99,0.997,each,
5012904008124,Home & Garden,Kitchen,"Chef Aid Plastic Bottle Brush, White",Chef Aid,2.79,2.79,each,
5012044001955,Home & Garden,Bathroom,Croydex Bathmat 74Cm X 34Cm,Croydex,6.0,0.0,each,
5704947002480,Home & Garden,Home Office,Gorilla Super Glue Brush & Nozzle 12G,Gorilla,7.5,6.25,per 10g,
5010525055114,Home & Garden,Kitchen,Home Essentials Aluminium Frying Pan 28Cm,Morrisons Home Essentials,4.0,0.0,each,
5010931247042,Home & Garden,"BBQ, Garden & Outdoor Living",Johnsons Seeds - Microgreens Radish,Johnsons Seeds,2.8,2.8,each,
8002522971044,Home & Garden,Kitchen,Metaltex Tea Towel Clips,Metaltex,1.99,0.398,each,
5060184249812,Pet Shop,Dogs,Lily's Kitchen Chomp - Away Chicken Bites,Lily's Kitchen,2.5,3.57,per 100g,
5012144902305,Pet Shop,Dogs,Webbox 8 Hot Dog Sausages        ,Webbox,3.5,9.72,per kg,
5011914205653,Pet Shop,Cats,Bob Martin Litter Fresh,Bob Martin,1.4,3.5,per kg,
5051054148502,Pet Shop,Small Pets,CJ Wildlife Garden Bird Seed Mix,CJ Wildlife,2.99,0.997,per litre,
5010525088655,Pet Shop,Dogs,Morrisons Dog Food Beef Pate,Morrisons,0.35,0.233,per 100g,
7613287213969,Pet Shop,Dogs,Winalot Pouches Sunday Dinner Mixed In Gravy,Winalot,9.5,2.38,per kg,
4770608255862,Pet Shop,Cats,Sheba Fine Flakes Cat Food Pouches Poultry in Jelly Mega Pack,Sheba,14.0,4.12,per kg,
5010525118765,Pet Shop,Small Pets,Morrisons Wild Bird Dried Mealworms ,Morrisons,1.85,18.5,per kg,
5013919002756,Pet Shop,Dogs,Wagg Worker Chicken,Wagg,1.0,1.0,per kg,
7613038769271,Pet Shop,Dogs,Winalot Meaty Chunks In Jelly,Morrisons,9.5,2.38,per kg,
5060333436865,Pet Shop,Cats,Encore Whole Tuna Loin Cat Treat,Encore,1.6,5.33,per 100g,
5011792002016,Pet Shop,Dogs,Butcher's Succulent Recipes Dog Food Trays,Butcher's,6.25,0.347,per 100g,
8410136019654,Pet Shop,Dogs,Cesar Deliciously Fresh Dog Food Pouches Mixed Selection in Sauce,Cesar,5.0,0.417,per 100g,
8720181110474,Household,Laundry,Surf Coconut Bliss Laundry Liquid 24 Washes,Surf,3.0,4.6338,per litre,"Offer price £3, was £3.25"
5011417575826,Household,Cleaning Cupboard,Dettol Multipurpose Cleaning Wipes Pomegranate & Lime Large Wipes,Dettol,2.5,0.0358,each,"Offer price £2.50, was £3"
8006540070642,Household,Dishwashing,Fairy Platinum All In One Xxl Pack,Fairy,10.0,0.137,each,Price Held
8001841691268,Household,Laundry,Lenor Gold Orchid Fabric Conditioner 30 Washes,Lenor,2.0,1.903,per litre,"Offer price £2, was £3.30"
8001841003078,Household,Dishwashing,Fairy Platinum Plus Dishwasher Tablets Lemon 40 pack,Fairy,8.0,0.2,each,Buy Any 2 for £15 - Online exclusive
8006540591611,Big Cleaning Event,Air Care,Febreze Lenor Bathroom Air Freshener Exotic Bloom,Febreze,3.0,40.0,per 100ml,Buy 2 for £4
8001841318073,Household,Cleaning Cupboard,Flash Power Mop Wet Jet ,Flash,3.0,0.375,each,"Offer price £3, was £6"
8720181227059,Household,Laundry,Persil Bio Washing Liquid 60 Washes ,Persil,7.0,4.3213,per litre,"Offer price £7, was £7.50"
8720181109843,Household,Laundry,Surf Deep Sea Minerals Laundry Liquid  24 Washes,Surf,3.0,4.6338,per litre,"Offer price £3, was £3.25"
8720181227097,Household,Laundry,Persil Colour Protect Washing Liquid 60 Washes ,Persil,7.0,4.3213,per litre,"Offer price £7, was £7.50"
7321011922444,Home & Garden,"BBQ, Garden & Outdoor Living",Balloons Compostable Paper Cups 200ml,Duni Bio,1.5,0.15,each,
7321011922338,Home & Garden,"BBQ, Garden & Outdoor Living",Balloons Compostable Paper Plate 22cm ,Duni Bio,2.5,0.25,each,
5000399001003,Home & Garden,Home Office,Blu Tack Handy          ,Blu Tack,1.49,0.0,each,
5010525055084,Home & Garden,Kitchen,Home Essentials Wooden Spoon,Morrisons Home Essentials,0.7,0.0,each,
5010303146904,Home & Garden,Kitchen,"Addis  Premium Dish Brush, Green",Addis,2.49,2.49,each,
5704947000714,Home & Garden,Home Office,Gorilla Super Glue 2 Tubes,Gorilla,4.5,0.0,each,
5023377009228,Home & Garden,"BBQ, Garden & Outdoor Living",Resolva Path & Drive Weedkiller,Resolva,4.5,4.5,per litre,
5010525085937,Home & Garden,Bathroom,Nutmeg Exfoliating Gloves,Nutmeg,1.0,0.0,each,
5010272188349,Home & Garden,"BBQ, Garden & Outdoor Living",Weedol Rapid,Weedol,5.0,5.0,per litre,
3700426234078,Toiletries & Beauty,Pamper At Home,September Skin Illuminating Eye Gel Coconut Oil ,September Scent,7.5,50.0,per 100ml,
8720181013652,Toiletries & Beauty,Skin Care,Simple Cleansing Micellar Water,Simple,8.0,1.1,per 100ml,
9337303106247,Toiletries & Beauty,Hair Care,Simplicity Mixed Soft Ponytailers,Simplicity,3.0,0.15,each,
5022545132256,Toiletries & Beauty,"Bath, Shower & Soap",Spiderman Bath Crayon & Sponge Set,Spider-Man,7.0,0.0,each,
7702018584741,Toiletries & Beauty,Shaving & Hair Removal,Sunny The Body Wax 20 Wax Strips,Sunny,5.5,0.275,each,
7702018535729,Toiletries & Beauty,Shaving & Hair Removal,Sunny The Pink One 5 Blade Razor,Sunny,8.0,1.6,each,
5060191557917,Toiletries & Beauty,Pamper At Home,Super Facialist Vitamin C+ Brighten Skin Renew Cleansing Oil,Super,11.0,55.0,per 100ml,
0000059089643,Toiletries & Beauty,Skin Care,Vaseline Lip Therapy Pink Diamond,Vaseline,3.0,15.0,per 100g,
4027800006304,Toiletries & Beauty,Shaving & Hair Removal,Wilkinson Sword Intuition Complete 3 X Blades,Wilkinson Sword,7.5,2.5,each,
4027800114368,Toiletries & Beauty,Shaving & Hair Removal,Wilkinson Sword Quattro For Women Rose Gold 1 Razor + 4 Blades,Wilkinson Sword,15.0,0.0,each,
0083800054503,Toiletries & Beauty,Pamper At Home,7th Heaven Super Food 24Hr Hydration Sheet Mask Acai,7Th Heaven,2.5,19.23,per 100g,
7612720841844,Home & Garden,Car Care & Accessories,Little Trees Clip Air Freshener New Car,Little Trees,1.25,,,"Offer price £1.25, was £2.50"
5010251970842,Home & Garden,Kitchen,Morrisons Cake Slicer,Morrisons,2.0,,,"Offer price £2, was £3"
5010525098142,Home & Garden,Bedroom,Morrisons Easy Care Cotton White Fitted Sheet Double,Morrisons,5.6,,,"Offer price £5.60, was £7"
5010525046860,Home & Garden,Bedroom,Morrisons Easy Care Cotton White Fitted Sheet King,Morrisons,6.4,,,"Offer price £6.40, was £8"
5010251971511,Home & Garden,Kitchen,Morrisons Soft Grip Nylon Solid Spoon With Measurements,Morrisons,3.5,,,"Offer price £3.50, was £4"
8715946624662,Home & Garden,Home Office,Epson T1285 Colour Ink Cartrdge Bb,Epson,26.0,,,"Offer price £26, was £52"
5050442039255,Home & Garden,Home Office,Media A4 Glossy Photo Paper 25 Sheets,UFP,2.0,,,"Offer price £2, was £5.75"
5010525098333,Home & Garden,Bedroom,Morrisons 100% Cotton Single Fitted Sheet Blush,Morrisons,6.4,,,"Offer price £6.40, was £8"
5010251886624,Home & Garden,Kitchen,Morrisons Grey Silicone Single Oven Glove,Morrisons,5.6,,,"Offer price £5.60, was £7"
5010525061054,Home & Garden,Kitchen,Morrisons Hearts Single Oven Glove,Morrisons,2.8,,,"Offer price £2.80, was £3.50"
5010525110493,Home & Garden,Home Office,Morrisons Notebook Navy B5,Morrisons,2.5,,,"Offer price £2.50, was £3.99"
5010251904786,Home & Garden,Kitchen,Morrisons Dough Blender,Morrisons,2.0,,,"Offer price £2, was £3"
5010251886631,Home & Garden,Kitchen,Morrisons Grey Silicone Double Oven Glove,Morrisons,11.2,,,"Offer price £11.20, was £14"
5449000059222,Drinks,Fizzy Drinks,Coca-Cola Mini Cans,Coca-Cola,5.0,0.278,per 100ml,Buy 2 for £9
5010038443330,"Beer, Wines & Spirits",Lager,Coors,Coors,10.0,2.27,per litre,Buy 3 for £19.99
5060152094932,"Beer, Wines & Spirits",Wine & Champagne,Klein St Sauvignon Blanc,Klein,5.75,5.75,per 75cl,Buy 3 for £15
5010327403229,"Beer, Wines & Spirits",Spirits & Liqueurs,Three Barrels Brandy,Three Barrels,16.99,16.99,per litre,"Offer price £16.99, was £24"
5391516873833,Inspiration,Party Shop,Magners Original Cider Cans,Magners,9.99,1.2654,per litre,"Offer price £9.99, was £12"
5029053565873,Household,Tissue,Kleenex XL Tissues,Kleenex,2.5,0.028,each,
5010251597933,Household,Cleaning Cupboard,Morrisons Scouring Sponges ,Morrisons,1.29,0.161,each,
5010525118628,Household,Kitchen Roll,Morrisons The Best Ultra Kitchen Towel Roll,Morrisons,1.95,0.975,each,
5029053037820,Household,Toilet Tissue,Andrex Supreme Quilts Toilet Roll,Andrex,8.5,0.531,each,
5010251518853,Household,"Cling Film, Food Bags & Foil",Morrisons 350mm All Purpose Cling Film,Morrisons,2.2,0.029,per 1m,
5010251674030,Household,Tissue,Morrisons Large White XL Tissues 100 Sheets,Morrisons,1.55,0.0,each,
5010525022727,Household,Toilet Tissue,Morrisons Coconut Toilet Tissue ,Morrisons,3.75,0.417,each,
5000204625158,Household,Cleaning Cupboard,Duck Deep Action Gel Toilet Liquid Cleaner Marine,Toilet Duck,1.0,1.33,per litre,
5010525118635,Household,Kitchen Roll,Morrisons The Best Ultra Kitchen Towel Roll Roll,Morrisons,2.95,0.738,each,
5010251549994,Household,Cleaning Cupboard,Morrisons Thick Bleach Original,Morrisons,0.99,0.495,per litre,
5010251428848,Household,Dishwashing,Morrisons Savers Washing Up Liquid,Morrisons,0.34,0.068,per 100ml,
5029053578323,Household,Tissue,Kleenex Original 64 Sheets Single,Kleenex,1.5,0.0,each,
4015600957742,Household,Cleaning Cupboard,Flash Spray Bleach,Flash,1.5,2.0,per litre,
5016049086061,Free From,Dairy Free & Plant Based,Primula Perfectly Plant ,Primula,1.5,10.71,per kg,
5010525153223,Free From,Gluten Free,Morrisons Free From Spicy Chicken Pizza,Morrisons,2.2,8.8,per kg,
5010525194141,Free From,Gluten Free,Morrisons Free From 4 Lemon Cake Slices ,Morrisons,1.59,1.94,per 100g,
5010044009476,Free From,Gluten Free,Warburtons Gluten Free Sourdough Multiseed Bloomer ,Warburtons,3.5,0.875,per 100g,
5055958705069,Free From,Gluten Free,Graze Gluten Free Oat Boosts Peanut Butter & Chocolate Protein ,Graze,2.5,2.08,per 100g,
5010525194158,Free From,Gluten Free,Morrisons Free From 4 Coffee & Walnut Cake Slices ,Morrisons,1.59,1.3,per 100g,
5010525187167,Free From,Gluten Free,Morrisons Free From Dark Chocolate Clusters,Morrisons,2.5,1.56,per 100g,
5010775203341,Free From,Gluten Free,Nomo Caramel & Seasalt Chocolate Giant Buttons,Nomo,2.0,1.82,per 100g,
5011673217270,Free From,Gluten Free,Deli Italia Four Cheese Ravioli Gluten Free,Deli Italia,3.5,14.0,per kg,
5060425288242,Vegan,Dairy Alternatives ,Gu Chocolate & Salted Caramel Mousses Vegan & Gluten Free,Gu,2.5,1.79,per 100g,
5010525187150,Free From,Gluten Free,Morrisons The Best Free From Chocolate Cake Bars,Morrisons The Best,2.5,2.08,per 100g,
5010525110189,Home & Garden,Home Office,Morrisons Pets Ipad Case,Morrisons,3.0,0.0,each,
5010525103815,Home & Garden,"BBQ, Garden & Outdoor Living",Morrisons Pineapple Shape Serving Platter,Morrisons,2.5,0.0,each,
5010525096865,Home & Garden,Candles & Home Fragrance,Morrisons Pink Star Gel Waxfill,Morrisons,5.75,0.0,each,
5010525115535,Home & Garden,"BBQ, Garden & Outdoor Living",Morrisons Pink Tablecover 120Cm X 180Cm,Morrisons,2.0,0.0,each,
5010251916963,Home & Garden,"BBQ, Garden & Outdoor Living",Morrisons Plastic Cutters With Container,Morrisons,3.5,0.0,each,
5010251972853,Home & Garden,Kitchen,Morrisons Queen Bee Bottle 1L,Seal N Go,4.0,0.0,each,
5010525097794,Home & Garden,Candles & Home Fragrance,Morrisons Reed Diffuser Blueberry,Morrisons,5.0,0.0,each,
5010525097725,Home & Garden,Candles & Home Fragrance,Morrisons Reed Diffuser Verbena & Bergamot,Morrisons,5.0,0.0,each,
5010525097671,Home & Garden,Candles & Home Fragrance,Morrisons Room Spray Bliss,Morrisons,4.0,4.0,per 100ml,
5010525040349,Home & Garden,Candles & Home Fragrance,Morrisons Rosewood & Spice Pillar Candle,Morrisons,9.25,0.0,each,
5010525045030,Home & Garden,Bathroom,Morrisons Round Silver Lotion Dispenser,Morrisons,5.0,0.0,each,
5010525045047,Home & Garden,Bathroom,Morrisons Round Silver Tumbler,Morrisons,3.5,0.0,each,
8718692615762,Home & Garden,Kitchen,SodaStream Classics Diet Cola,SodaStream,3.95,0.898,per 100ml,
7290012694264,Home & Garden,Kitchen,SodaStream Crystal Sparkling Water Maker,SodaStream,149.45,149.45,each,
7290006780805,Home & Garden,Kitchen,SodaStream Glass Carbonating Carafe,SodaStream,12.6,21.0,per litre,
8718692619463,Home & Garden,Kitchen,SodaStream Spirit Sparkling Water Maker 43cm,SodaStream,99.99,99.99,each,
5015802237436,Home & Garden,Living Room,Sophie Conran Balance Ceramic Reed Diffuser,Sophie Conran,30.35,30.35,each,
5015802237412,Home & Garden,Living Room,Sophie Conran Freedom Ceramic Reed Diffuser,Sophie Conran,30.35,15.18,per 100ml,
5015802237344,Home & Garden,Living Room,Sophie Conran Freedom Ceramic Scented Candle,Sophie Conran,30.35,30.35,each,
4007817337301,Home & Garden,Home Office,Staedtler Lumocolor Bullet Tip Permanent Markers ,Staedtler,10.35,1.72,each,
4007817328934,Home & Garden,Home Office,Staedtler Lumocolor Whiteboard Markers,Staedtler,7.0,1.75,each,
4007817105047,Home & Garden,Home Office,Staedtler Noris Pencils Box HB,Staedtler,6.0,0.5,each,
4007817334102,Home & Garden,Home Office,Staedtler Triplus Fineliner Coloured Pens,Staedtler,17.25,0.863,each,
4007817014530,Home & Garden,Home Office,Staedtler Triplus Fineliner Trend Colours,Staedtler,4.99,1.25,each,
5014765118547,Home & Garden,Kitchen,Stainless Steel Medium Bag Clips,TAYLOR'S EYE-WITNESS,4.0,1.33,each,
5060166696795,Drinks,Energy & Sports,Monster Energy Zero Sugar,Monster,1.6,0.32,per 100ml,Buy 4 for £4.50
7613036932172,Drinks,Coffee,Starbucks Espresso Roast Dark Roast Whole Bean Coffee,Starbucks,3.5,1.75,per 100g,"Offer price £3.50, was £4"
5010102243828,Drinks,Mixers & Adult Soft Drinks,The London Essence Co. Pomelo & Pink Pepper Tonic Water ,The London Essence Company,2.5,0.2779,per 100ml,"Offer price £2.50, was £3.50"
5010102241107,Drinks,Water,The London Essence Co. Grapefruit & Rosemary Tonic Water 6X150Ml Cans,Morrisons,2.5,0.2779,per 100ml,"Offer price £2.50, was £3.50"
5060292125244,Drinks,Mixers & Adult Soft Drinks,Upstream Strawberry & Lychee,Upstream,3.0,0.1517,per 100ml,"Offer price £3, was £3.50"
5054267000704,Drinks,Energy & Sports,Lucozade Sport Raspberry,Lucozade,1.6,0.32,per 100ml,Buy 2 for £2.50
0615357124424,Drinks,Coffee,Taylors Of Harrogate Cafetiere Ground Coffee,Taylors Of Harrogate,4.0,1.76,per 100g,Buy 2 for £7
5060292125237,Drinks,Mixers & Adult Soft Drinks,Upstream Grapefruit & Bergamot ,Upstream,3.0,0.1517,per 100ml,"Offer price £3, was £3.50"
5000239056897,Pet Shop,Dogs,Good Boy Chicken & Hide Twister Dog Treat ,Good Boy,2.0,0.0,each,
7613033557859,Pet Shop,Cats,Felix Doubly Delicious Cat Food Fish,Felix,4.0,3.33,per kg,
5013919002060,Pet Shop,Dogs,Harringtons Super Premium Wet Dog Food Chicken,Harringtons,1.3,3.25,per kg,
5060333436766,Pet Shop,Cats,"Encore Cat Pouch, Tuna Fillet with Prawn in Broth",Encore,1.1,15.71,per kg,
8410136002724,Pet Shop,Cats,Whiskas Adult Wet Cat Food Pouches Meat in Gravy,Whiskas,3.5,2.92,per kg,
7613032982430,Pet Shop,Dogs,Bonio Biscuits Chicken Flavour Dog Food,Bonio,2.0,3.08,per kg,
4008429082986,Pet Shop,Cats,Catsan Hygiene Non-Clumping Odour Control Cat Litter ,Catsan,4.0,0.8,per litre,
5010525088068,Pet Shop,Cats,Morrisons Bumper Mixed Jelly Cat Food,Morrisons,8.25,0.206,per 100g,
5000239057900,Pet Shop,Dogs,Good Boy Cheesy Chicken Sticks,Good Boy,2.0,3.33,per 100g,
5000239056842,Pet Shop,Dogs,Good Boy Chicken & Hide Twisters Dog Treats,Good Boy,5.5,2.5,per 100g,
4008429037948,Pet Shop,Cats,Dreamies Cat Treat Biscuits with Beef ,Dreamies,1.0,16.67,per kg,
5000239057559,Pet Shop,Dogs,Good Boy Chicken & Munchy Dumbbells Dog Treats ,Good Boy,2.0,2.22,per 100g,
7613035571150,Pet Shop,Cats,Go-Cat Adult Dry Cat Food Chicken & Duck,Go Cat,4.25,2.13,per kg,
7613030955016,Pet Shop,Cats,Gourmet Perle Cat Food Pouches Ocean Delicacies,Gourmet,4.75,4.66,per kg,
5449000300942,Drinks,Coca Cola Shop - Sponsored,Coca-Cola Zero Sugar Zero Caffeine,Coca Cola,3.25,0.1228,per 100ml,"Offer price £3.25, was £4.50"
8000070016644,Drinks,Coffee,Carte Noire Classique,Carte Noire,3.0,3.0,per 100g,"Offer price £3, was £4"
8711000852811,Drinks,Coffee,Tassimo Costa Cappuccino 12 Discs,Tassimo,4.25,2.02,per 100g,Buy 2 for £8
5099417010646,Drinks,Milk & Dairy Drinks,Actimel 0% Fat Original Yogurt Drinks,Actimel,3.0,0.375,per 100g,Buy 2 for £4.50
7613287162632,Drinks,Coffee,Nescafe Dolce Gusto Cafe Americano Coffee Pods x 16,Nescafe,4.5,3.52,per 100g,Buy 2 for £7
5026109006540,Drinks,Water,Radnor Splash Still Lemon & Lime,Radnor,1.95,0.065,per 100ml,Buy 2 for £3.50
5060360500362,Fresh,Yogurts,Actimel Strawberry & Blueberry Yogurt Drinks,Actimel,3.0,0.2504,per 100g,"Offer price £3, was £3.75"
8445290044891,Drinks,Coffee,Nescafe Azera Americano Instant Coffee,Nescafe,4.5,3.216,per 100g,"Offer price £4.50, was £7.50"
5010102115491,Drinks,Robinsons Shop - Sponsored,Robinsons Double Concentrate Apple & Blackcurrant Squash,Robinsons,1.75,0.1002,per 100ml,"Offer price £1.75, was £3.25"
5010525040844,Drinks,Coffee,Market Street Caramel Shortcake ,Morrisons,2.0,0.091,each,Buy 2 for £3
5010525170343,Fruit & Veg,Vegetables,Morrisons Carrot & Broccoli Florets,Morrisons,1.45,0.387,per 100g,
5010251734154,Fruit & Veg,Salad & Herbs,Morrisons Garlic & Herb Croutons ,Morrisons,0.55,1.38,per 100g,
5010251757665,Fruit & Veg,Vegetables,Morrisons Sweet Potato Mash,Morrisons,1.75,5.83,per kg,
5010525160269,Freshly Prepared,Fresh Fruit & Veg,Morrisons The Best Red Amaranth Pea Shoots & Red Vein Sorrel Salad,Morrisons The Best,1.49,2.13,per 100g,
5010251984610,Freshly Prepared,Fresh Fruit & Veg,Morrisons Samphire,Morrisons,0.99,14.14,per kg,
5010251729549,Freshly Prepared,Fresh Fruit & Veg,Morrisons Organic Medium Cauliflower ,Morrisons,1.75,0.0,each,
5010251746416,Fruit & Veg,Vegetables,Morrisons Vegetable Soup Kit,Morrisons,0.99,1.98,per kg,
5010525056425,Fruit & Veg,Vegetables,Morrisons Herb Dressed New Potatoes ,Morrisons,2.2,7.33,per kg,
5010251734314,Fruit & Veg,In Season,Morrisons Living Flat Leaf Parsley,Morrisons,1.25,0.0,each,
5010251748311,Freshly Prepared,Fresh Fruit & Veg, Morrisons Organic Avocados ,Morrisons,2.49,1.25,each,
5010251734222,Fruit & Veg,Salad & Herbs,Morrisons Honey & Mustard Dressing ,Morrisons,1.25,0.714,per 100ml,
5010251724629,Fruit & Veg,Salad & Herbs,Morrisons Chicory ,Morrisons,1.49,0.745,each,
5010251837565,Frozen,Fish & Seafood,Morrisons Pollock Fillets,Morrisons,3.5,5.07,per kg,Buy 3 for £10
5019312094220,Frozen,Easy Meal Times,Chicago Town Tiger Crust Cheese Medley,Chicago Town,1.5,4.92,per kg,"Offer price £1.50, was £3"
5019503002157,Frozen,Easy Meal Times,Quorn Vegetarian Mince,Quorn,1.5,5.0025,per kg,"Offer price £1.50, was £2"
5019312094206,Frozen,Easy Meal Times, Chicago Town Tiger Crust Double Pepperoni,Chicago Town,1.5,4.69,per kg,"Offer price £1.50, was £3"
5010251443841,Frozen,Easy Meal Times,Morrisons Neapolitan Ice Cream,Morrisons,1.59,0.08,per 100ml,The Crown of Ice Cream Bundles
5019503012019,Frozen,Easy Meal Times,Quorn Vegetarian Crispy Nuggets,Quorn,1.5,5.0025,per kg,"Offer price £1.50, was £2"
5010525051390,Frozen,Fish & Seafood,Morrisons 10 Haddock Fish Fingers,Morrisons,1.8,6.0032,per kg,"Offer price £1.80, was £1.85"
5204739613820,Jubilee,Picnic,Rowntree's Watermelon Ice Lollies,Rowntree's,2.0,0.685,per 100ml,Buy 2 for £3.50
5010525050553,Frozen,"Pizza, Garlic Bread & Party",Morrisons Tex Mex Stonebake Pizza,Morrisons,1.45,3.82,per kg,Buy 4 for £5
5010485700017,Frozen,Ready Meals,Kershaws Homestyle Chicken Dinner,Kershaws,1.75,4.38,per kg,Buy 4 for £6
5000116112104,Frozen,Vegetables & Sides,Birds Eye Petit Pois ,Birds Eye,2.0,3.6727,per kg,"Offer price £2, was £2.20"
5010251743453,Fruit & Veg,In Season,Morrisons Closed Cup Mushrooms ,Morrisons,0.99,3.3,per kg,
5010251724353,Fruit & Veg,Salad & Herbs,Morrisons Iceberg Lettuce,Morrisons,0.55,0.0,each,
5010251737865,Fruit & Veg,In Season,Morrisons Raspberries ,Morrisons,1.75,11.67,per kg,
5010251724704,Freshly Prepared,Fresh Fruit & Veg,Morrisons Salad Tomatoes,Morrisons,0.75,0.125,each,
5010251824091,Fruit & Veg,Fruit,Morrisons Ripen at Home Bananas,Morrisons,0.79,0.158,each,
5010251741978,Freshly Prepared,Fresh Fruit & Veg,Morrisons Ready to Eat Avocados Min,Morrisons,1.49,0.745,each,
5010251841623,Fruit & Veg,Salad & Herbs,Morrisons Market Street Large Cucumber,Morrisons,0.85,0.0,each,
5010251743897,Freshly Prepared,Fresh Fruit & Veg,Morrisons Trimmed Beans ,Morrisons,1.25,7.35,per kg,
5010251784432,Inspiration,Lunchbox Shop,Morrisons Royal Gala Apples,Morrisons,1.69,0.282,each,
5010251744306,Fruit & Veg,In Season,Morrisons Chestnut Mushrooms ,Morrisons,0.99,3.96,per kg,
5010251729266,Fruit & Veg,Salad & Herbs,Morrisons Cherry Tomatoes  ,Morrisons,1.15,2.74,per kg,
5010251731986,Fruit & Veg,Vegetables,Morrisons Baking Potatoes,Morrisons,1.45,0.58,per kg,
3046920020282,Food Cupboard,Chocolate & Sweets,Lindt Selection ,Lindt,10.0,2.3429,per 100g,"Offer price £10, was £14"
5010525144085,Food Cupboard,Morrison's Bakes It,Morrisons Lemon & Blueberry Shortbread Kit ,Morrisons,1.5,0.9375,per 100g,"Offer price £1.50, was £2"
0811961021382,Food Cupboard,Health & Wellbeing,Navitas Organics Turmeric Powder,Navitas,4.0,1.7644,per 100g,"Offer price £4, was £7.30"
