Store Postcode,Detatched,Semi-Detatched,Terraced,Flat (Purpose Built),Flat (Converted),Residence in Commercial Building,Owned Outright,Owned with Mortgage,Shared Ownership,Rented: From Council,Rented: Other Social,Rented: Private Landlord,Rented: Other,Rent Free,One Person,Two People,Three People,Four People,Five People,Six People,Seven People,8+ People,AB,C1,C2,DE,Male,Female,0 to 4,5 to 7,8 to 9,10 to 14,15,16 to 17,18 to 19,20 to 24,25 to 29,30 to 44,45 to 59,60 to 64,65 to 74,75 to 84,85 to 89,90+,Single,Married,Divorced,Separated,Widowed,Same Sex,Very Good,Good,Fair,Bad,Very Bad,Degree or similar,Apprenticeship,"HNC, HND or 2+ A Levels","5+ GCSE, an A-Level or 1-2 AS Levels",1-4 GCSEs or Equivalent,No GCSEs or Equivalent,Other,White,Mixed Ethnicity,Indian,Bangladeshi,Chinese,Other Asian,Black African,Other,England,Wales,Scotland,Northern Ireland,Republic of Ireland,European Union,Other,United Kingdom,Republic of Ireland,Europe (including European Union),African Countries,Middle East or Asia,North America or Caribbean,Central America,South America,Oceania,None,Christian,No Religion,Buddhist,Hindu,Jewish,Muslim,Sikh,Other Religion,Not Stated,Full-Time Employee,Part-Time Employee,Self Employed,Unemployed,Full-Time Student,Retired,Looking after Home or Family,Long Term Sick or Disabled,Other
BT66 7EG,46,43,59,1,2,1,51,34,0,3,3,35,2,3,36,51,25,12,4,3,0,0,9,23,20,38,138,161,18,10,7,14,4,6,8,19,33,46,62,12,27,19,7,7,83,107,23,17,16,0,106,111,59,20,3,34,16,34,40,29,81,12,295,2,NA,NA,NA,NA,NA,1,10,0,3,266,3,13,4,209,3,14,0,0,0,0,0,0,72,NA,52,NA,NA,NA,NA,NA,5,12,85,29,13,11,15,27,10,17,6
BT93 6HW,83,28,35,1,4,3,64,35,0,4,0,22,3,3,37,43,16,15,12,6,2,0,11,11,50,28,181,177,19,6,14,16,6,15,5,26,24,67,91,27,21,19,1,1,125,136,11,8,17,0,166,131,45,13,3,66,8,37,41,29,105,11,354,4,NA,NA,NA,NA,NA,NA,21,0,1,304,19,8,5,142,19,8,0,4,0,0,0,2,86,NA,23,NA,NA,NA,NA,NA,4,19,85,37,49,10,26,25,12,18,14
RM10 7LU,0,3,8,107,1,4,7,11,4,85,0,15,NA,0,90,18,10,4,0,0,0,0,6,28,22,38,102,70,12,2,0,8,2,2,3,9,17,50,31,4,16,10,4,2,81,25,27,5,10,0,53,74,33,8,4,22,3,12,20,20,60,11,134,1,NA,NA,NA,6,20,3,124,1,0,1,5,14,27,101,5,13,15,1,2,0,0,0,44,101,42,1,0,0,12,1,0,15,52,12,14,17,6,11,3,10,7
BT13 2QW,24,109,273,225,1,1,43,123,1,184,106,120,5,18,208,185,108,58,18,16,4,3,34,124,69,285,671,713,123,42,23,102,20,37,38,122,152,293,236,64,73,48,5,6,612,200,84,111,65,2,588,379,217,150,50,172,32,86,171,161,420,32,1351,7,5,NA,5,10,4,2,17,0,1,1253,33,44,36,473,33,45,0,15,4,1,2,1,315,NA,59,NA,NA,NA,NA,NA,9,177,295,134,18,84,71,75,73,193,72
FK3 9BU,26,24,5,14,2,NA,40,24,0,1,2,1,NA,0,21,23,9,11,4,0,0,0,10,8,7,10,72,86,8,10,2,6,1,3,4,4,2,34,30,7,23,19,4,1,20,84,5,1,21,0,78,47,24,7,2,37,NA,NA,NA,NA,26,NA,158,NA,NA,NA,NA,NA,NA,NA,11,2,141,1,1,0,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,0,0,0,0,2,14,41,17,6,4,5,26,1,7,0
BT41 3SL,78,35,14,0,0,NA,55,53,0,0,0,12,2,3,19,28,19,24,20,12,3,0,18,25,26,26,217,204,27,24,19,46,9,13,17,26,18,99,71,9,23,16,4,0,108,158,9,5,16,0,229,135,43,8,6,67,10,44,54,32,81,8,420,1,NA,NA,NA,NA,NA,NA,5,0,0,401,7,3,5,174,7,3,0,0,9,1,0,1,88,NA,5,NA,NA,NA,NA,NA,0,10,100,40,37,12,38,20,9,14,6
DY9 9AQ,7,97,16,2,1,9,31,46,0,21,0,25,3,4,47,34,27,14,5,1,1,1,12,19,31,36,155,143,25,13,5,16,2,5,9,23,16,71,58,11,29,14,1,0,87,98,26,10,16,0,96,122,63,14,3,40,8,16,44,25,92,12,258,4,NA,NA,3,1,NA,4,279,1,1,0,0,4,13,209,0,5,0,6,0,0,0,0,78,146,90,3,0,0,31,0,0,28,94,23,7,25,9,30,13,12,9
BT17 0LB,8,25,38,42,1,NA,3,15,0,36,41,6,1,3,41,22,17,16,3,4,1,1,1,14,17,68,128,126,25,16,6,23,6,8,6,20,22,49,56,11,5,1,0,0,95,47,17,17,2,0,106,63,44,36,5,2,6,12,33,29,87,9,252,2,NA,NA,NA,NA,NA,NA,6,0,2,235,7,2,2,104,7,0,0,0,0,0,0,0,74,NA,7,NA,NA,NA,NA,NA,1,36,26,23,5,19,18,7,21,47,11
B98 7RY,5,4,43,109,0,NA,6,20,0,89,10,9,5,1,68,42,14,11,3,2,0,0,4,20,25,64,127,138,14,9,2,15,7,8,7,28,15,48,63,18,16,9,4,2,80,66,46,12,14,0,92,80,65,24,4,17,7,23,33,32,90,16,235,8,3,NA,3,1,NA,NA,232,0,3,0,0,13,17,152,0,15,0,2,0,0,0,0,95,136,89,1,4,0,9,0,2,24,63,21,12,21,13,27,13,27,6
YO17 9HX,23,36,71,15,13,16,46,43,1,0,4,57,4,2,50,59,19,21,5,2,1,0,15,30,42,41,178,175,13,7,10,23,5,13,10,20,21,82,88,18,25,14,4,0,116,121,37,10,11,0,158,131,42,16,6,51,16,33,49,54,73,19,338,NA,NA,NA,2,3,6,4,317,0,4,4,2,13,13,251,2,13,7,3,0,0,0,0,79,234,86,0,0,0,4,0,1,28,122,44,36,16,18,24,7,8,2
BT12 7NA,10,6,133,29,1,7,39,25,1,7,39,53,6,4,59,52,27,23,6,4,1,2,8,41,19,73,191,228,50,14,15,29,5,9,6,29,34,105,57,11,31,18,3,3,153,84,18,31,18,2,169,123,90,28,9,54,6,29,37,43,124,13,381,1,NA,NA,2,35,NA,NA,5,1,0,358,21,2,32,145,21,4,0,20,2,0,0,0,95,NA,20,NA,NA,NA,NA,NA,4,36,67,35,9,19,16,33,31,53,19
BH15 4NQ,14,30,70,1,0,NA,2,9,0,1,7,2,91,1,2,24,39,34,10,4,0,0,28,76,7,2,244,191,87,22,8,22,1,1,3,25,87,154,25,0,0,0,0,0,65,211,8,9,2,0,339,84,9,2,1,88,4,49,71,52,5,26,412,6,NA,2,1,9,2,1,344,16,28,3,0,10,34,363,0,5,10,4,6,0,0,3,52,255,143,3,4,0,5,0,0,25,190,42,6,9,4,0,36,3,5
TQ5 8LB,25,48,87,27,2,3,60,54,0,1,9,25,7,1,39,69,16,23,8,1,1,0,11,30,35,26,172,198,25,11,10,18,5,8,12,23,19,61,73,23,43,27,9,3,85,156,33,6,19,2,147,147,48,22,6,55,16,41,48,50,75,16,361,7,1,NA,NA,NA,NA,1,345,9,1,2,1,5,7,253,1,3,0,1,0,0,0,2,111,218,108,0,0,1,0,0,1,42,84,45,31,9,18,46,12,13,4
EX7 9HB,6,13,84,22,15,8,38,30,0,0,2,50,2,5,50,45,19,11,1,1,0,0,11,20,16,38,107,145,27,4,3,9,2,8,8,10,20,39,50,13,35,16,6,2,66,78,34,6,23,0,94,97,44,12,5,47,10,26,37,25,56,6,243,3,1,NA,1,3,NA,1,230,8,4,0,2,1,7,177,2,0,0,4,1,0,0,0,69,142,86,0,0,0,2,0,0,22,50,34,17,11,12,37,7,12,3
KY4 0EP,0,5,9,42,0,NA,2,7,0,42,0,0,NA,0,12,15,9,11,3,1,0,0,2,5,11,27,62,72,15,7,7,12,2,4,3,12,12,27,25,1,4,3,0,0,43,30,7,7,4,0,64,47,16,7,0,2,NA,NA,NA,NA,37,NA,134,NA,NA,NA,NA,NA,NA,NA,5,0,126,0,0,2,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,0,0,0,0,0,0,6,20,15,3,19,6,5,13,6,1
GL20 7SP,33,29,51,2,0,NA,12,47,3,3,29,16,1,0,15,35,28,22,9,2,0,0,29,44,15,14,153,161,20,20,9,48,4,7,10,7,11,120,39,4,11,1,1,2,65,107,21,11,9,0,184,97,22,9,2,65,5,26,41,43,23,10,305,5,2,NA,NA,NA,1,NA,272,7,11,1,2,15,6,231,2,11,0,0,0,0,0,1,71,188,93,0,3,0,2,0,1,27,98,41,12,7,17,11,11,10,2
BS5 9SX,0,4,8,164,3,NA,1,5,0,152,15,6,NA,0,39,50,39,12,19,9,8,3,11,27,18,92,265,269,97,31,13,40,13,27,27,29,48,110,44,7,29,16,2,1,145,114,35,27,17,2,269,166,65,25,9,37,5,26,41,48,153,30,139,23,14,1,NA,NA,184,27,250,2,1,1,2,63,215,293,2,98,15,4,4,0,1,1,118,108,69,0,4,0,289,15,1,48,47,48,19,46,60,24,29,28,20
M35 9RD,43,62,21,17,0,2,68,38,0,1,5,8,3,3,41,51,22,9,3,0,0,0,15,27,13,21,134,126,9,3,1,12,7,6,4,15,8,35,65,26,27,34,8,0,55,121,19,4,29,0,97,87,51,19,6,41,7,24,37,39,68,12,243,3,NA,NA,10,NA,NA,NA,241,2,2,1,1,0,13,227,1,1,0,0,0,0,0,0,33,195,50,0,0,1,0,0,1,13,67,16,23,9,13,45,1,9,3
PE3 9GZ,52,36,30,15,2,NA,48,31,0,2,21,23,7,1,35,56,21,12,4,2,2,1,32,26,15,16,195,242,16,10,3,14,6,6,5,22,28,50,53,29,48,69,43,35,85,157,34,7,103,2,128,122,125,37,25,90,12,31,45,30,148,32,335,1,29,NA,3,11,10,1,325,5,11,8,0,18,70,276,0,13,0,33,2,0,0,0,114,290,46,0,15,0,60,7,0,19,94,23,17,10,15,61,11,6,4
NN16 8UZ,20,79,25,145,1,1,48,47,25,2,29,94,5,0,97,86,34,26,5,2,0,0,53,69,47,48,312,301,63,17,3,14,5,9,10,57,97,188,72,25,22,19,10,2,199,229,48,19,16,0,338,196,64,9,6,204,12,52,72,58,76,37,416,11,81,1,6,32,27,20,412,2,8,4,1,57,129,382,1,59,22,71,1,0,1,3,82,343,131,4,45,3,36,12,7,32,292,58,33,11,24,29,12,10,11
TA6 5DF,4,55,43,19,0,4,40,35,0,14,2,30,2,1,46,46,11,17,2,2,0,0,10,19,20,27,123,138,19,13,6,19,2,4,7,7,11,48,42,20,30,17,8,8,46,97,25,5,29,0,109,93,39,18,2,28,12,25,34,14,75,14,251,5,4,NA,NA,NA,1,NA,235,3,3,0,2,10,8,186,2,12,1,0,0,0,0,0,61,181,57,0,4,0,0,0,1,18,60,34,12,7,10,33,6,4,3
RM7 0AG,3,14,11,79,0,1,14,12,0,61,5,13,1,0,42,29,19,11,3,1,1,0,4,29,20,34,96,135,33,13,7,12,4,6,2,12,32,50,27,10,12,8,2,1,78,46,22,5,9,2,110,82,29,8,2,24,2,13,24,35,51,13,193,5,3,NA,1,6,14,3,187,1,0,1,3,5,34,170,3,4,7,5,0,0,0,2,45,125,70,1,4,2,7,0,1,21,48,16,13,12,12,16,17,9,8
PL11 2PD,52,58,17,0,1,NA,59,46,1,0,1,17,1,1,39,48,21,15,2,1,0,0,12,40,18,11,150,143,13,7,4,12,1,6,7,17,20,52,72,16,30,25,9,2,71,139,16,10,20,0,119,125,38,9,2,57,12,38,54,37,53,5,291,2,NA,NA,NA,NA,NA,NA,263,13,6,3,0,4,4,246,0,0,0,0,0,0,0,0,47,203,78,0,0,0,0,0,0,12,97,41,18,5,12,33,8,3,3
LL35 0EE,14,29,165,15,46,22,64,19,0,0,5,36,6,6,79,46,8,3,0,0,0,0,17,34,20,19,115,93,4,0,3,4,0,2,2,21,17,28,49,21,27,19,8,3,70,78,24,2,23,0,90,85,22,9,2,73,9,25,31,13,40,6,204,1,NA,NA,2,1,NA,NA,134,65,3,0,0,3,NA,174,0,1,0,3,0,0,0,1,30,118,72,0,1,0,0,0,0,17,74,21,30,2,5,28,2,4,1
BT17 0WE,16,41,103,0,0,NA,7,48,0,79,14,2,1,4,16,38,44,29,14,10,4,0,4,35,23,85,245,253,47,18,14,62,14,23,22,60,43,84,93,8,7,3,0,0,195,91,23,23,10,1,234,129,85,38,12,25,11,50,62,52,140,3,497,NA,NA,NA,NA,NA,NA,1,7,0,1,479,7,0,4,173,7,0,0,0,0,0,0,2,162,NA,8,NA,NA,NA,NA,NA,0,68,70,54,10,25,47,9,36,63,26
BT66 7JS,44,37,50,5,0,NA,41,50,1,24,0,12,NA,2,35,53,18,13,7,3,1,0,10,29,25,23,153,154,12,6,8,29,7,7,9,14,13,46,76,16,33,25,5,1,63,137,19,8,18,0,117,125,45,15,5,44,11,27,36,19,98,10,306,1,NA,NA,NA,NA,NA,NA,7,1,2,290,6,1,0,234,6,0,0,0,0,0,0,1,58,NA,15,NA,NA,NA,NA,NA,5,15,80,31,18,10,18,32,4,13,8
SO18 5TQ,61,15,2,43,0,9,77,26,0,3,0,15,1,0,50,45,13,10,3,1,0,0,5,15,16,14,111,129,17,1,2,5,2,2,2,9,12,31,35,23,33,46,17,3,46,104,16,4,43,0,87,72,55,21,5,36,15,10,22,22,89,19,223,2,1,NA,NA,8,4,NA,218,1,6,1,3,1,10,191,3,2,1,1,0,0,0,0,44,176,32,1,0,0,11,0,0,20,45,24,16,3,5,44,5,3,2
AB41 6BE,39,8,0,2,5,NA,22,24,0,0,0,2,1,0,10,20,13,6,0,0,0,0,20,11,9,1,62,54,6,5,1,6,0,1,1,5,5,26,29,20,8,2,1,0,21,61,4,9,3,0,73,36,5,2,0,56,NA,NA,NA,NA,12,NA,116,NA,NA,NA,NA,NA,NA,NA,26,2,80,1,0,6,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,0,0,0,0,0,0,7,54,12,7,0,1,19,1,1,0
YO19 5QT,69,15,10,38,0,1,53,28,0,36,2,5,NA,3,63,39,14,8,2,1,0,0,26,13,7,10,115,116,7,8,4,9,2,3,4,5,5,28,44,20,33,36,13,10,35,103,21,3,39,0,71,80,58,17,5,79,2,16,18,16,61,9,231,NA,NA,NA,NA,NA,NA,NA,203,3,16,2,2,3,2,190,2,0,0,0,0,0,0,0,40,170,46,1,0,0,2,0,0,12,41,27,16,3,6,39,3,5,2
KA11 3AX,0,30,10,4,0,NA,1,11,4,7,20,1,NA,0,9,13,13,3,6,0,0,0,1,9,15,18,58,58,15,5,5,9,4,5,6,9,13,29,10,4,2,0,0,0,46,24,4,3,1,0,67,31,10,7,1,7,NA,NA,NA,NA,17,NA,116,NA,NA,NA,NA,NA,NA,NA,3,0,108,0,0,4,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,0,0,0,0,0,6,19,13,4,11,10,7,3,8,3
YO15 3DZ,0,3,44,28,32,28,21,13,0,0,0,65,1,1,52,24,17,6,1,1,0,0,5,15,12,45,99,104,19,3,5,13,0,4,7,13,11,39,48,11,20,7,1,2,55,56,26,11,14,1,84,66,35,11,7,16,8,14,23,24,67,11,195,NA,NA,NA,NA,6,1,NA,186,0,5,1,0,3,8,134,0,4,0,7,0,0,0,1,58,113,60,0,0,0,1,0,2,27,35,21,21,15,9,24,7,16,5
LD7 1BL,18,30,37,8,13,34,24,18,1,2,0,53,3,4,51,38,9,5,2,0,0,0,12,24,32,16,109,81,3,6,2,4,2,4,1,16,25,42,35,18,19,10,2,1,76,53,25,6,11,2,82,65,35,6,2,35,7,24,31,26,34,16,187,1,1,NA,1,NA,NA,NA,111,59,1,1,1,9,NA,130,1,11,0,1,0,0,0,4,48,107,63,1,0,0,1,0,1,17,65,19,37,6,7,19,2,5,0
SW6 6SX,0,3,24,58,53,5,20,34,1,10,9,65,3,0,32,63,25,17,4,1,0,0,63,44,10,17,152,175,14,5,4,7,1,1,3,47,76,121,29,6,8,4,0,1,195,76,13,5,5,2,216,92,12,5,2,188,5,34,23,11,12,23,267,13,9,7,9,5,NA,11,193,3,16,6,4,40,65,225,4,48,7,5,7,0,3,22,15,190,84,4,6,1,19,2,0,21,173,11,50,12,21,8,8,6,2
SO50 8GB,16,66,37,13,1,7,44,46,0,3,25,18,NA,4,40,44,22,24,10,0,0,0,11,32,26,23,163,177,26,15,5,23,6,7,15,23,22,61,54,16,38,22,5,2,87,126,24,4,24,0,177,105,41,15,2,39,29,36,45,45,60,11,336,2,NA,NA,2,NA,NA,NA,317,4,4,2,0,7,6,272,0,7,2,0,0,0,0,1,63,219,108,0,0,0,0,0,0,13,101,42,17,12,10,40,8,1,5
BT49 9PZ,137,216,325,1,0,1,76,287,3,7,0,122,18,1,144,184,79,60,32,10,4,1,64,185,116,131,628,619,145,47,35,70,13,23,38,146,185,349,143,25,23,5,0,0,501,345,47,31,13,0,737,372,96,34,8,247,33,165,174,130,136,52,1219,7,2,NA,1,17,1,NA,69,6,5,1079,25,28,35,739,25,29,3,10,3,0,0,1,260,NA,95,NA,NA,NA,NA,NA,10,71,460,106,74,82,65,32,44,38,31
SP9 7EQ,7,26,10,39,3,1,6,25,1,2,23,12,14,0,22,33,12,12,3,1,0,0,13,30,9,14,483,97,20,10,5,9,2,1,69,205,102,105,24,5,9,9,3,2,378,95,26,24,9,2,364,179,29,7,1,51,19,57,174,138,60,35,507,16,11,1,NA,4,9,NA,469,12,8,4,3,15,69,494,3,7,15,4,8,5,0,14,38,295,126,0,3,0,7,1,2,146,437,33,4,2,8,11,9,4,12
SP9 7DJ,16,23,11,14,0,11,1,3,0,0,6,15,38,0,7,19,13,15,6,2,1,0,17,24,11,11,989,138,34,12,3,12,5,11,114,446,262,202,25,1,0,0,0,0,846,133,42,39,1,0,750,339,37,1,0,110,84,149,340,289,56,33,1032,25,4,NA,1,7,9,15,681,248,14,8,1,56,119,1017,1,16,13,4,13,0,0,29,36,632,285,2,8,1,11,0,3,185,921,54,14,7,9,1,16,4,35
CH65 7EB,4,31,71,20,0,5,6,22,0,75,22,3,NA,1,45,24,27,22,6,5,0,0,8,14,19,69,153,169,27,20,6,29,3,14,13,22,24,65,64,11,7,13,3,1,113,66,33,7,18,0,133,114,44,22,9,17,4,23,46,55,85,7,320,1,NA,NA,NA,NA,NA,1,299,15,1,2,3,1,1,187,3,0,0,1,0,0,0,0,133,224,79,1,0,0,1,0,0,17,59,37,6,21,26,11,10,41,9
SN14 8PN,4,23,19,2,0,NA,0,6,0,1,4,2,33,0,0,22,14,8,2,0,0,0,5,27,8,6,325,90,25,7,2,2,1,1,35,161,121,55,5,0,0,0,0,0,263,90,7,18,0,0,307,90,16,2,0,45,18,67,119,121,2,6,383,9,3,NA,NA,4,3,4,318,32,14,5,0,22,24,379,0,1,5,2,2,0,0,6,23,304,88,0,7,0,3,0,1,12,341,16,5,0,3,0,13,0,0
SO50 8GB,16,66,37,13,1,7,44,46,0,3,25,18,NA,4,40,44,22,24,10,0,0,0,11,32,26,23,163,177,26,15,5,23,6,7,15,23,22,61,54,16,38,22,5,2,87,126,24,4,24,0,177,105,41,15,2,39,29,36,45,45,60,11,336,2,NA,NA,2,NA,NA,NA,317,4,4,2,0,7,6,272,0,7,2,0,0,0,0,1,63,219,108,0,0,0,0,0,0,13,101,42,17,12,10,40,8,1,5
BS13 8PQ,21,64,25,13,4,6,22,30,1,18,34,16,6,3,57,39,19,6,2,5,2,0,4,18,18,37,120,150,23,11,6,11,3,4,10,17,11,42,49,15,28,29,5,6,62,85,32,9,28,0,107,72,62,22,7,23,7,16,31,29,100,10,260,1,4,1,NA,NA,1,3,244,9,1,0,3,9,4,181,3,6,0,1,0,0,0,0,80,161,81,0,3,0,3,0,5,17,52,30,17,8,14,29,12,10,4
BT30 6LZ,126,168,152,94,19,20,123,156,4,35,53,128,18,19,203,137,78,71,33,11,1,2,35,119,83,136,613,669,104,34,24,80,19,30,37,89,96,267,224,60,111,71,20,16,432,367,65,53,104,0,553,391,259,65,14,196,44,123,164,118,343,33,1249,5,14,10,NA,NA,NA,2,35,1,6,1165,25,24,26,670,25,18,0,17,1,0,0,1,279,NA,57,NA,NA,NA,NA,NA,15,90,298,120,79,46,80,109,36,114,32
B2 4DH,2,2,2,60,1,22,5,2,0,6,47,21,NA,2,70,11,1,1,0,0,0,0,10,25,4,29,60,39,1,0,0,0,0,0,2,16,16,29,16,4,7,5,2,1,70,4,9,5,10,0,37,25,15,17,5,33,1,11,13,11,21,8,40,4,9,NA,23,2,5,3,46,0,4,0,3,9,37,69,3,6,2,9,1,0,0,0,10,45,28,5,2,1,10,3,1,4,23,0,6,12,19,10,0,16,4
YO26 5PW,30,67,21,1,1,1,51,46,0,12,2,8,1,1,34,39,23,18,4,3,0,0,29,25,21,21,136,155,14,9,13,15,5,6,4,15,22,60,73,20,22,9,2,2,77,125,16,4,13,0,156,87,42,4,2,59,20,34,39,33,43,7,288,1,1,NA,NA,NA,1,NA,270,1,9,0,0,8,3,225,0,4,2,0,0,0,0,0,61,195,81,0,0,0,0,0,0,15,103,45,15,5,9,25,7,7,6
RG18 3BQ,12,69,89,0,0,NA,55,74,3,0,8,23,4,0,25,53,44,35,9,1,0,0,33,40,39,24,235,219,33,22,12,30,5,6,7,23,40,119,82,29,35,9,2,0,104,183,47,11,7,0,221,185,44,4,0,80,14,53,71,62,56,16,438,1,1,5,6,NA,NA,NA,417,5,5,0,4,18,5,345,4,15,0,1,0,0,0,0,90,271,145,1,0,0,5,0,1,31,176,46,38,12,12,33,15,5,4
BT44 9LF,104,197,24,4,0,2,90,150,3,19,0,43,7,6,70,108,52,47,28,11,1,1,30,64,77,69,409,442,52,36,23,58,15,31,21,39,63,219,141,41,52,44,11,5,208,361,35,21,42,0,413,291,120,21,6,105,25,96,109,82,225,25,844,1,NA,NA,3,NA,1,NA,24,1,7,800,5,9,5,571,5,3,0,1,0,0,2,1,194,NA,73,NA,NA,NA,NA,NA,1,30,240,72,60,27,60,61,33,32,22
E7 9PJ,9,24,49,8,20,NA,22,29,1,5,8,35,6,1,13,21,20,19,9,13,4,8,16,27,21,28,230,193,33,18,14,25,8,14,10,54,37,118,48,8,23,13,0,0,126,161,11,19,6,2,229,128,40,20,6,94,1,31,35,44,55,65,42,17,80,120,3,16,31,17,178,1,1,0,2,23,218,283,2,33,9,86,3,0,2,0,14,96,35,0,17,0,227,11,5,32,79,41,21,20,76,23,27,6,19
SW6 3JH,0,1,12,105,14,36,20,30,1,8,1,94,1,2,51,64,22,8,12,0,0,0,73,44,13,11,182,155,11,3,1,4,1,2,0,39,122,111,18,6,10,5,3,1,222,64,11,5,11,4,227,86,17,6,1,217,1,29,12,8,20,30,257,15,7,NA,9,4,5,25,156,1,4,3,9,59,105,193,9,75,12,13,11,3,13,23,6,186,98,2,8,1,17,0,0,25,183,16,42,15,32,7,5,1,7
DE24 8QP,7,101,9,12,0,14,42,49,0,2,3,33,4,0,49,52,15,15,2,0,0,0,9,31,23,35,130,138,14,12,1,15,2,5,4,12,20,63,53,15,31,11,2,8,66,111,28,7,12,0,78,132,45,12,1,26,13,24,34,47,72,8,233,6,13,NA,6,1,2,NA,243,0,1,0,1,7,16,190,1,8,2,2,0,0,0,1,66,157,75,0,0,1,5,8,4,18,88,27,12,7,8,39,6,10,6
PE29 6NT,47,46,14,44,18,4,35,35,3,0,15,42,31,3,48,60,18,26,10,2,0,0,46,45,19,27,188,204,31,16,11,24,2,8,12,27,41,118,53,10,14,19,5,1,118,142,16,13,19,0,218,126,39,7,2,133,9,36,37,38,39,16,276,14,45,NA,5,20,21,1,261,8,7,3,2,26,85,276,2,25,12,32,7,0,0,2,41,232,92,6,24,0,13,0,0,25,146,46,26,7,14,19,11,7,7
WR2 6AJ,29,16,8,0,5,NA,28,12,1,0,3,9,2,0,14,19,7,5,6,2,2,0,6,19,8,2,405,493,4,5,2,9,1,4,522,249,18,24,18,12,20,6,2,2,799,63,6,2,7,0,468,379,41,8,2,80,9,607,85,24,21,51,832,26,9,1,14,6,7,NA,734,37,3,1,5,71,47,755,5,65,8,11,0,0,0,2,53,461,370,11,3,0,6,2,3,42,19,13,11,0,793,27,1,1,2
SN15 4PZ,1,44,30,4,0,NA,1,3,1,1,6,4,56,0,2,16,15,20,14,3,2,0,4,55,9,4,561,229,38,23,6,29,8,9,36,225,193,202,21,0,0,0,0,0,469,158,26,31,1,1,506,263,20,1,0,143,28,222,173,95,8,17,738,16,1,NA,4,13,5,6,555,65,50,21,3,45,51,706,3,8,6,14,4,0,0,13,42,402,207,3,8,0,3,0,6,161,601,50,4,4,9,0,11,1,6
HG1 3EY,8,98,6,0,0,5,46,54,0,0,0,11,2,1,22,46,22,19,5,0,0,0,13,32,27,20,146,135,13,11,8,16,2,6,11,12,11,64,76,22,9,16,4,0,63,124,24,8,11,1,133,96,41,8,3,51,11,31,48,39,40,11,269,7,NA,NA,1,NA,NA,3,254,0,4,3,1,14,5,221,1,11,0,0,1,0,0,0,48,193,59,0,0,0,5,0,1,23,98,32,27,7,11,15,7,9,5
WS8 6AP,15,43,52,0,0,NA,44,25,0,13,13,6,2,0,20,36,17,18,9,2,0,1,5,10,26,30,134,148,29,9,4,12,7,14,7,18,16,47,56,18,27,14,3,1,73,106,20,2,20,0,106,104,41,16,15,24,4,13,52,25,96,7,258,8,NA,NA,NA,NA,NA,NA,269,0,2,1,2,1,7,161,2,0,0,0,3,0,0,0,116,180,72,0,0,0,10,0,3,17,48,35,24,8,20,33,14,17,4
TW7 4DE,34,42,3,93,13,1,46,53,8,2,5,63,5,0,54,44,38,21,15,3,2,5,53,59,19,21,278,212,38,17,14,34,4,11,10,26,57,141,66,22,32,13,2,3,169,162,17,15,16,4,267,163,41,16,3,197,4,31,34,27,51,39,257,31,91,11,10,24,14,20,260,0,2,4,11,62,151,335,11,86,14,43,3,0,1,3,20,250,70,7,33,0,35,44,3,48,142,44,54,26,35,34,12,8,10
WV7 3EX,17,63,16,0,0,NA,13,10,0,1,5,7,53,1,3,35,21,26,5,0,0,0,11,47,22,3,783,168,41,15,12,21,2,3,85,452,127,136,35,6,13,2,1,0,646,166,23,23,2,0,657,262,25,3,4,145,30,270,264,69,16,66,859,10,NA,NA,NA,12,3,64,672,52,60,28,6,40,93,793,6,6,5,71,3,0,0,3,67,536,296,4,2,0,71,0,1,41,726,49,9,5,35,12,15,4,2
BT65 5AU,37,59,43,28,0,NA,41,61,0,16,1,30,1,1,49,39,21,24,16,2,0,0,11,27,27,50,205,173,33,21,11,16,3,9,8,22,30,87,67,23,33,12,3,0,101,140,18,20,14,1,174,114,59,24,7,60,11,30,56,42,74,21,377,1,NA,NA,NA,NA,NA,NA,14,1,1,340,8,13,1,153,8,12,0,1,0,0,0,0,96,NA,14,NA,NA,NA,NA,NA,0,28,98,36,13,18,16,43,16,32,7
BT80 0HS,101,63,31,0,0,NA,58,72,0,7,9,25,2,4,38,47,31,28,22,8,2,1,12,32,47,41,258,259,51,26,14,38,4,13,12,36,34,133,59,33,47,15,1,1,131,199,14,17,23,0,248,130,83,37,19,57,15,41,71,42,146,12,517,NA,NA,NA,NA,NA,NA,NA,5,0,1,506,4,0,1,179,4,0,0,0,1,0,0,0,150,NA,1,NA,NA,NA,NA,NA,0,29,82,42,46,28,33,50,20,47,19
TW16 7AB,1,19,6,87,1,17,13,24,1,2,56,32,1,1,47,36,26,16,5,0,0,0,18,35,25,32,152,134,27,10,7,15,2,7,3,25,28,80,44,12,18,5,2,1,101,84,27,10,3,0,131,109,37,9,0,44,6,22,42,39,45,27,205,5,31,4,3,15,8,4,202,2,2,1,4,18,57,190,4,21,4,16,7,0,0,1,49,136,81,7,20,2,12,0,1,27,95,33,11,15,14,18,15,12,4
