Region,Fascia,Source,Postcode,First Postcode,2 Digit Postcode,Talysis Id,Latitude,Longitude,Station,Owner,Rural/urban,London zone
Wales,INDEPENDENT,TPT,NP19 7LT,NP19,NP,TPT-01419,51.60376,-2.976138,,,,
North East England,INDEPENDENT,TPT,DH6 1PA,DH6,DH,TPT-01420,54.77293,-1.480311,,,,
East of England,INDEPENDENT,TPT,LU4 8LS,LU4,LU,TPT-01421,51.89134,-0.4362471,,,,
Scotland,INDEPENDENT,TPT,EH4 7JP,EH4,EH,TPT-01422,55.95341,-3.296444,,,,
South East England,INDEPENDENT,TPT,RH6 8BH,RH6,RH,TPT-01423,51.18014,-0.1730634,,,,
North East England,INDEPENDENT,TPT,NE15 7RG,NE15,NE,TPT-01424,54.97915,-1.700798,,,,
East Midlands,INDEPENDENT,TPT,NN15 5AZ,NN15,NN,TPT-01425,52.39205,-0.7020523,,,,
North West England,INDEPENDENT,TPT,WA8 8NA,WA8,WA,TPT-01426,53.34923,-2.775847,,,,
Scotland,INDEPENDENT,TPT,KA3 7QQ,KA3,KA,TPT-01427,55.61962,-4.476338,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,LS10 2DJ,LS10,LS,TPT-01428,53.77204,-1.531286,,,,
London,INDEPENDENT,TPT,HA3 5AH,HA3,HA,TPT-01429,51.59286,-0.3342428,,,,
Scotland,INDEPENDENT,TPT,PA37 1QE,PA37,PA,TPT-01430,56.44488,-5.441148,,,,
Northern Ireland,INDEPENDENT,TPT,BT66 8NS,BT66,BT,TPT-01431,54.45926,-6.340934,,,,
North West England,INDEPENDENT,TPT,M44 6ZA,M44,M,TPT-01432,53.43851,-2.427944,,,,
North West England,INDEPENDENT,TPT,M18 8GA,M18,M,TPT-01433,53.46685,-2.163369,,,,
South East England,INDEPENDENT,TPT,RG20 9EU,RG20,RG,TPT-01434,51.35011,-1.364342,,,,
Scotland,INDEPENDENT,TPT,EH51 9BT,EH51,EH,TPT-01435,56.01061,-3.606388,,,,
North East England,INDEPENDENT,TPT,DL1 2NR,DL1,DL,TPT-01436,54.53375,-1.542293,,,,
East of England,INDEPENDENT,TPT,WD18 7LR,WD18,WD,TPT-01437,51.65464,-0.4059528,,,,
North West England,INDEPENDENT,TPT,M18 8RH,M18,M,TPT-01438,53.46656,-2.158487,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,DN37 0PX,DN37,DN,TPT-01439,53.52178,-0.09427687,,,,
West Midlands,INDEPENDENT,TPT,DY5 2DF,DY5,DY,TPT-01440,52.47034,-2.107713,,,,
West Midlands,INDEPENDENT,TPT,B31 1DJ,B31,B,TPT-01441,52.43034,-1.983969,,,,
Scotland,INDEPENDENT,TPT,EH53 0NU,EH53,EH,TPT-01442,55.90799,-3.494637,,,,
South West England,INDEPENDENT,TPT,PL3 4JY,PL3,PL,TPT-01443,50.38677,-4.143034,,,,
Scotland,INDEPENDENT,TPT,EH26 8LJ,EH26,EH,TPT-01444,55.82574,-3.222371,,,,
London,INDEPENDENT,TPT,SE17 2RF,SE17,SE,TPT-01445,51.48752,-0.08299337,,,,
East Midlands,INDEPENDENT,TPT,NG3 5QS,NG3,NG,TPT-01446,52.98482,-1.120226,,,,
South East England,INDEPENDENT,TPT,KT19 9PE,KT19,KT,TPT-01447,51.36713,-0.2766799,,,,
North West England,INDEPENDENT,TPT,L7 6NY,L7,L,TPT-01448,53.39971,-2.940508,,,,
Northern Ireland,INDEPENDENT,TPT,BT14 7AA,BT14,BT,TPT-01449,54.60989,-5.947284,,,,
Northern Ireland,INDEPENDENT,TPT,BT12 5AB,BT12,BT,TPT-01450,54.59526,-5.935765,,,,
Wales,INDEPENDENT,TPT,CH5 4HX,CH5,CH,TPT-01451,53.21063,-3.055643,,,,
Scotland,INDEPENDENT,TPT,PH2 0AB,PH2,PH,TPT-01452,56.37912,-3.436488,,,,
London,INDEPENDENT,TPT,CR4 3NH,CR4,CR,TPT-01453,51.4048,-0.1642679,,,,
Northern Ireland,INDEPENDENT,TPT,BT47 3DQ,BT47,BT,TPT-01454,54.97166,-7.285555,,,,
North West England,INDEPENDENT,TPT,SK1 3QY,SK1,SK,TPT-01455,53.39964,-2.15338,,,,
North West England,INDEPENDENT,TPT,WN2 3AE,WN2,WN,TPT-01456,53.53597,-2.577016,,,,
London,INDEPENDENT,TPT,RM1 3LD,RM1,RM,TPT-01457,51.57697,0.183138,,,,
Scotland,INDEPENDENT,TPT,PH1 5BS,PH1,PH,TPT-01458,56.40801,-3.448289,,,,
London,INDEPENDENT,TPT,HA3 7AL,HA3,HA,TPT-01459,51.597,-0.3355064,,,,
London,INDEPENDENT,TPT,UB2 4DL,UB2,UB,TPT-01460,51.49914,-0.3821658,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,WF4 5DL,WF4,WF,TPT-01461,53.65857,-1.546451,,,,
West Midlands,INDEPENDENT,TPT,WV14 8PS,WV14,WV,TPT-01462,52.5538,-2.067875,,,,
Scotland,LIFESTYLE,TPT,G69 6SQ,G69,G,TPT-01463,55.85034,-4.112178,,,,
Scotland,INDEPENDENT,TPT,EH47 9JH,EH47,EH,TPT-01464,55.8326,-3.700254,,,,
North East England,INDEPENDENT,TPT,DH9 6DD,DH9,DH,TPT-01465,54.85673,-1.680645,,,,
North West England,INDEPENDENT,TPT,L4 5PJ,L4,L,TPT-01466,53.44458,-2.968494,,,,
North West England,INDEPENDENT,TPT,M40 5GT,M40,M,TPT-01467,53.52052,-2.182338,,,,
East of England,INDEPENDENT,TPT,WD18 7NB,WD18,WD,TPT-01468,51.65314,-0.4076099,,,,
West Midlands,INDEPENDENT,TPT,ST7 1RU,ST7,ST,TPT-01469,53.08177,-2.259956,,,,
North West England,INDEPENDENT,TPT,SK10 3AN,SK10,SK,TPT-01470,53.26909,-2.139177,,,,
London,INDEPENDENT,TPT,IG11 8LJ,IG11,IG,TPT-01471,51.54035,0.07127929,,,,
South West England,INDEPENDENT,TPT,BH9 2AW,BH9,BH,TPT-01472,50.7449,-1.878044,,,,
Wales,INDEPENDENT,TPT,SA5 9PD,SA5,SA,TPT-01473,51.64087,-3.951208,,,,
East Midlands,INDEPENDENT,TPT,NG1 1FF,NG1,NG,TPT-01474,52.95355,-1.142965,,,,
North East England,INDEPENDENT,TPT,NE63 0HD,NE63,NE,TPT-01475,55.17924,-1.564874,,,,
West Midlands,INDEPENDENT,TPT,B92 8JE,B92,B,TPT-01476,52.44856,-1.778796,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,LS28 7UA,LS28,LS,TPT-01477,53.79576,-1.66378,,,,
North West England,INDEPENDENT,TPT,BB2 3JH,BB2,BB,TPT-01478,53.73072,-2.484172,,,,
West Midlands,INDEPENDENT,TPT,B8 2QF,B8,B,TPT-01479,52.50048,-1.834822,,,,
East of England,INDEPENDENT,TPT,LU4 8SF,LU4,LU,TPT-01480,51.89063,-0.4598279,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,BD23 2DU,BD23,BD,TPT-01481,53.95781,-2.01499,,,,
North East England,INDEPENDENT,TPT,TS1 5ET,TS1,TS,TPT-01482,54.5754,-1.237958,,,,
East Midlands,INDEPENDENT,TPT,LE4 1EF,LE4,LE,TPT-01483,52.67563,-1.161886,,,,
South East England,INDEPENDENT,TPT,ME13 8NU,ME13,ME,TPT-01484,51.31468,0.8912175,,,,
North West England,INDEPENDENT,TPT,L32 6QP,L32,L,TPT-01485,53.4745,-2.876471,,,,
South East England,INDEPENDENT,TPT,RG7 1QY,RG7,RG,TPT-01486,51.37834,-0.9585504,,,,
Scotland,INDEPENDENT,TPT,G15 6NG,G15,G,TPT-01487,55.90026,-4.359099,,,,
North West England,INDEPENDENT,TPT,M14 4LN,M14,M,TPT-01488,53.45638,-2.237603,,,,
London,INDEPENDENT,TPT,TW2 6EH,TW2,TW,TPT-01489,51.4493,-0.3786319,,,,
North East England,INDEPENDENT,TPT,SR2 0HJ,SR2,SR,TPT-01490,54.87014,-1.366278,,,,
South East England,INDEPENDENT,TPT,TW15 3NA,TW15,TW,TPT-01491,51.42861,-0.4843739,,,,
Scotland,INDEPENDENT,TPT,EH7 5LG,EH7,EH,TPT-01492,55.96276,-3.177909,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,S9 3FP,S9,S,TPT-01493,53.38952,-1.426152,,,,
South West England,INDEPENDENT,TPT,EX4 7EU,EX4,EX,TPT-01494,50.73625,-3.507293,,,,
South East England,INDEPENDENT,TPT,BN41 1AG,BN41,BN,TPT-01495,50.83276,-0.2078201,,,,
North West England,INDEPENDENT,TPT,LA2 6PY,LA2,LA,TPT-01496,54.08059,-2.755021,,,,
London,INDEPENDENT,TPT,UB8 3JD,UB8,UB,TPT-01497,51.52176,-0.4458392,,,,
South East England,SPAR,TPT,SP11 9LU,SP11,SP,TPT-01498,51.25547,-1.620201,,,,
South West England,INDEPENDENT,TPT,TR18 2DX,TR18,TR,TPT-01499,50.12168,-5.537506,,,,
South East England,INDEPENDENT,TPT,ME7 5ET,ME7,ME,TPT-01500,51.38626,0.541985,,,,
North West England,INDEPENDENT,TPT,M41 9LZ,M41,M,TPT-01501,53.44685,-2.342598,,,,
North West England,INDEPENDENT,TPT,OL6 8RP,OL6,OL,TPT-01502,53.5038,-2.083123,,,,
West Midlands,INDEPENDENT,TPT,B23 6SS,B23,B,TPT-01503,52.52274,-1.841887,,,,
London,INDEPENDENT,TPT,NW10 1QJ,NW10,NW,TPT-01504,51.55977,-0.2515044,,,,
West Midlands,INDEPENDENT,TPT,WV10 6DP,WV10,WV,TPT-01505,52.61113,-2.131555,,,,
London,INDEPENDENT,TPT,SE22 8PR,SE22,SE,TPT-01506,51.45884,-0.07922889,,,,
West Midlands,INDEPENDENT,TPT,B66 3NJ,B66,B,TPT-01507,52.49171,-1.967805,,,,
South East England,INDEPENDENT,TPT,SL1 6LE,SL1,SL,TPT-01508,51.52789,-0.6501937,,,,
Scotland,INDEPENDENT,TPT,EH21 8RA,EH21,EH,TPT-01509,55.93545,-3.089148,,,,
East Midlands,INDEPENDENT,TPT,S44 6HF,S44,S,TPT-01510,53.2282,-1.293043,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,LS26 0PH,LS26,LS,TPT-01511,53.75579,-1.489576,,,,
South East England,INDEPENDENT,TPT,ME3 9RE,ME3,ME,TPT-01512,51.45278,0.6366676,,,,
London,INDEPENDENT,TPT,E5 0PR,E5,E,TPT-01513,51.55637,-0.04725215,,,,
North West England,INDEPENDENT,TPT,L13 9DN,L13,L,TPT-01514,53.43423,-2.935264,,,,
Northern Ireland,INDEPENDENT,TPT,BT47 6HZ,BT47,BT,TPT-01515,55.0017,-7.302898,,,,
West Midlands,INDEPENDENT,TPT,CV2 1DB,CV2,CV,TPT-01516,52.43138,-1.457998,,,,
North East England,INDEPENDENT,TPT,SR6 9AP,SR6,SR,TPT-01517,54.92909,-1.381129,,,,
Wales,NISA,TPT,CF47 8UN,CF47,CF,TPT-01518,51.75014,-3.376433,,,,
South East England,INDEPENDENT,TPT,OX33 1HD,OX33,OX,TPT-01519,51.7788,-1.163656,,,,
London,INDEPENDENT,TPT,RM12 4NA,RM12,RM,TPT-01520,51.55664,0.2080307,,,,
West Midlands,INDEPENDENT,TPT,B19 3JN,B19,B,TPT-01521,52.49199,-1.905564,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,YO11 1UE,YO11,YO,TPT-01522,54.28089,-0.4023581,,,,
East Midlands,INDEPENDENT,TPT,NG5 1DZ,NG5,NG,TPT-01523,52.97775,-1.164588,,,,
London,INDEPENDENT,TPT,HA8 6JZ,HA8,HA,TPT-01524,51.61021,-0.2805609,,,,
North West England,INDEPENDENT,TPT,LA15 8RQ,LA15,LA,TPT-01525,54.15697,-3.177947,,,,
East Midlands,INDEPENDENT,TPT,DN21 2PD,DN21,DN,TPT-01526,53.40744,-0.7826755,,,,
Scotland,INDEPENDENT,TPT,AB33 8QA,AB33,AB,TPT-01527,57.23241,-2.702486,,,,
West Midlands,LIFESTYLE,TPT,B38 9UH,B38,B,TPT-01528,52.39386,-1.945612,,,,
South West England,INDEPENDENT,TPT,TQ7 4HQ,TQ7,TQ,TPT-01529,50.30985,-3.877605,,,,
North West England,INDEPENDENT,TPT,BL4 7NY,BL4,BL,TPT-01530,53.54977,-2.395047,,,,
London,INDEPENDENT,TPT,SE10 0LE,SE10,SE,TPT-01531,51.48615,0.016032,,,,
East Midlands,INDEPENDENT,TPT,LE11 3XA,LE11,LE,TPT-01532,52.77175,-1.20743,,,,
North West England,INDEPENDENT,TPT,BB2 1HF,BB2,BB,TPT-01533,53.74964,-2.494292,,,,
East Midlands,INDEPENDENT,TPT,LE9 9NP,LE9,LE,TPT-01534,52.62955,-1.339264,,,,
North West England,INDEPENDENT,TPT,L13 5XA,L13,L,TPT-01535,53.4146,-2.90894,,,,
North West England,INDEPENDENT,TPT,SK10 5EY,SK10,SK,TPT-01536,53.29017,-2.115034,,,,
East Midlands,INDEPENDENT,TPT,LE67 9UU,LE67,LE,TPT-01537,52.68497,-1.278796,,,,
London,INDEPENDENT,TPT,HA5 1RL,HA5,HA,TPT-01538,51.58004,-0.4004673,,,,
South East England,INDEPENDENT,TPT,HP21 8HW,HP21,HP,TPT-01539,51.81081,-0.8118114,,,,
East of England,INDEPENDENT,TPT,LU2 0JQ,LU2,LU,TPT-01540,51.88367,-0.4001597,,,,
Northern Ireland,INDEPENDENT,TPT,BT15 2EL,BT15,BT,TPT-01541,54.61116,-5.932514,,,,
West Midlands,INDEPENDENT,TPT,B8 3QL,B8,B,TPT-01542,52.49325,-1.845189,,,,
London,INDEPENDENT,TPT,TW7 5BG,TW7,TW,TPT-01543,51.47917,-0.32236,,,,
London,INDEPENDENT,TPT,HA0 2DH,HA0,HA,TPT-01544,51.55197,-0.2978886,,,,
London,INDEPENDENT,TPT,TW7 7AJ,TW7,TW,TPT-01545,51.46845,-0.3267989,,,,
East Midlands,INDEPENDENT,TPT,LE3 9RB,LE3,LE,TPT-01546,52.63769,-1.15608,,,,
North West England,INDEPENDENT,TPT,CH49 4LX,CH49,CH,TPT-01547,53.38896,-3.108169,,,,
East Midlands,INDEPENDENT,TPT,NG1 4AF,NG1,NG,TPT-01548,52.95559,-1.148819,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,BD3 9NP,BD3,BD,TPT-01549,53.79507,-1.726239,,,,
Northern Ireland,INDEPENDENT,TPT,BT12 5RB,BT12,BT,TPT-01550,54.59479,-5.946992,,,,
South East England,INDEPENDENT,TPT,BN43 5YA,BN43,BN,TPT-01551,50.82879,-0.283757,,,,
London,INDEPENDENT,TPT,EN2 0QU,EN2,EN,TPT-01552,51.66389,-0.09437038,,,,
South East England,INDEPENDENT,TPT,SO19 2FB,SO19,SO,TPT-01553,50.90084,-1.370519,,,,
London,INDEPENDENT,TPT,RM9 6UX,RM9,RM,TPT-01554,51.53206,0.1461674,,,,
West Midlands,INDEPENDENT,TPT,ST16 2HP,ST16,ST,TPT-01555,52.80622,-2.116583,,,,
South West England,INDEPENDENT,TPT,PL6 6SW,PL6,PL,TPT-01556,50.42695,-4.135725,,,,
London,INDEPENDENT,TPT,E17 8AA,E17,E,TPT-01557,51.57893,-0.0328627,,,,
Scotland,INDEPENDENT,TPT,TD3 6JW,TD3,TD,TPT-01558,55.67999,-2.564349,,,,
East Midlands,INDEPENDENT,TPT,NN11 4PX,NN11,NN,TPT-01559,52.25021,-1.175959,,,,
East Midlands,INDEPENDENT,TPT,NG31 6EY,NG31,NG,TPT-01560,52.90929,-0.6391352,,,,
Northern Ireland,INDEPENDENT,TPT,BT22 2SR,BT22,BT,TPT-01561,54.48796,-5.534123,,,,
North East England,INDEPENDENT,TPT,TS28 5AU,TS28,TS,TPT-01562,54.73086,-1.379137,,,,
North East England,INDEPENDENT,TPT,NE9 7LE,NE9,NE,TPT-01563,54.9293,-1.56912,,,,
North West England,INDEPENDENT,TPT,OL8 3DG,OL8,OL,TPT-01564,53.52537,-2.11629,,,,
London,INDEPENDENT,TPT,W10 5PF,W10,W,TPT-01565,51.52369,-0.2069746,,,,
London,INDEPENDENT,TPT,N17 6UR,N17,N,TPT-01566,51.59516,-0.07071132,,,,
Northern Ireland,INDEPENDENT,TPT,BT32 3EF,BT32,BT,TPT-01567,54.34681,-6.271817,,,,
South East England,INDEPENDENT,TPT,SL9 9EA,SL9,SL,TPT-01568,51.60689,-0.5587372,,,,
West Midlands,INDEPENDENT,TPT,B66 4SF,B66,B,TPT-01569,52.4869,-1.959002,,,,
London,INDEPENDENT,TPT,SW14 8AG,SW14,SW,TPT-01570,51.46495,-0.2661878,,,,
Scotland,INDEPENDENT,TPT,AB21 9HQ,AB21,AB,TPT-01571,57.18368,-2.180827,,,,
West Midlands,INDEPENDENT,TPT,B32 2EG,B32,B,TPT-01572,52.4605,-1.974406,,,,
North West England,INDEPENDENT,TPT,OL16 5JG,OL16,OL,TPT-01573,53.60647,-2.147042,,,,
North West England,INDEPENDENT,TPT,CH1 5NY,CH1,CH,TPT-01574,53.20172,-2.926076,,,,
East Midlands,INDEPENDENT,TPT,LE67 3PD,LE67,LE,TPT-01575,52.72439,-1.374182,,,,
Scotland,INDEPENDENT,TPT,PA9 1AW,PA9,PA,TPT-01576,55.80934,-4.559546,,,,
East Midlands,INDEPENDENT,TPT,LN13 9JB,LN13,LN,TPT-01577,53.25791,0.1673458,,,,
West Midlands,INDEPENDENT,TPT,B19 1AA,B19,B,TPT-01578,52.49653,-1.915953,,,,
East Midlands,INDEPENDENT,TPT,DE7 8QT,DE7,DE,TPT-01579,52.98968,-1.307624,,,,
London,INDEPENDENT,TPT,NW5 3HG,NW5,NW,TPT-01580,51.54753,-0.1515625,,,,
South East England,INDEPENDENT,TPT,BN1 5ND,BN1,BN,TPT-01581,50.84371,-0.1568324,,,,
East of England,INDEPENDENT,TPT,CO1 1TH,CO1,CO,TPT-01582,51.88976,0.9025778,,,,
London,INDEPENDENT,TPT,SE18 1ES,SE18,SE,TPT-01583,51.48835,0.09453319,,,,
Wales,INDEPENDENT,TPT,SA10 8HE,SA10,SA,TPT-01584,51.6849,-3.775133,,,,
East Midlands,INDEPENDENT,TPT,DE21 6BL,DE21,DE,TPT-01585,52.93135,-1.459527,,,,
Scotland,COSTCUTTER,TPT,EH3 5PX,EH3,EH,TPT-01586,55.97044,-3.208713,,,,
Scotland,INDEPENDENT,TPT,KW1 5QD,KW1,KW,TPT-01587,58.43935,-3.094494,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,DN2 5JE,DN2,DN,TPT-01588,53.53007,-1.101758,,,,
London,INDEPENDENT,TPT,SE15 6TW,SE15,SE,TPT-01589,51.48288,-0.06557355,,,,
London,INDEPENDENT,TPT,SE13 7SW,SE13,SE,TPT-01590,51.46632,-0.01984248,,,,
West Midlands,SPAR,TPT,B30 3QH,B30,B,TPT-01591,52.41066,-1.911044,,,,
North East England,COSTCUTTER,TPT,NE28 0LQ,NE28,NE,TPT-01592,54.99763,-1.496749,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,LS6 4PU,LS6,LS,TPT-01593,53.83793,-1.553998,,,,
Scotland,INDEPENDENT,TPT,ZE1 0QG,ZE1,ZE,TPT-01594,60.16167,-1.166545,,,,
Scotland,USAVE,TPT,G69 7SY,G69,G,TPT-01595,55.853,-4.079874,,,,
South East England,INDEPENDENT,TPT,SL6 7DS,SL6,SL,TPT-01596,51.52734,-0.7244215,,,,
London,INDEPENDENT,TPT,TN16 2AQ,TN16,TN,TPT-01597,51.29344,0.02510614,,,,
East of England,INDEPENDENT,TPT,NR13 3NY,NR13,NR,TPT-01598,52.59059,1.556569,,,,
North West England,INDEPENDENT,TPT,M14 7HS,M14,M,TPT-01599,53.4507,-2.238309,,,,
London,INDEPENDENT,TPT,UB2 5SE,UB2,UB,TPT-01600,51.49198,-0.3822462,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,HX1 2TN,HX1,HX,TPT-01601,53.7207,-1.869169,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,LS9 6LQ,LS9,LS,TPT-01602,53.80514,-1.503706,,,,
South East England,INDEPENDENT,TPT,KT12 1RN,KT12,KT,TPT-01603,51.37571,-0.4084036,,,,
Scotland,INDEPENDENT,TPT,DG9 7QA,DG9,DG,TPT-01604,54.8997,-5.033589,,,,
East of England,INDEPENDENT,TPT,LU3 2DQ,LU3,LU,TPT-01605,51.91336,-0.4306262,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,WF17 6LE,WF17,WF,TPT-01606,53.7063,-1.623,,,,
London,INDEPENDENT,TPT,SW17 7HP,SW17,SW,TPT-01607,51.44348,-0.1674371,,,,
North West England,INDEPENDENT,TPT,M18 8LZ,M18,M,TPT-01608,53.46437,-2.169249,,,,
North West England,INDEPENDENT,TPT,L5 4QZ,L5,L,TPT-01609,53.42609,-2.965516,,,,
Northern Ireland,INDEPENDENT,TPT,BT65 5HX,BT65,BT,TPT-01610,54.43779,-6.363473,,,,
London,INDEPENDENT,TPT,SW6 7SX,SW6,SW,TPT-01611,51.48473,-0.203534,,,,
North West England,INDEPENDENT,TPT,M40 2TP,M40,M,TPT-01612,53.49764,-2.183431,,,,
South West England,COSTCUTTER,TPT,BS7 9XA,BS7,BS,TPT-01613,51.49105,-2.56406,,,,
North West England,INDEPENDENT,TPT,BL9 6HH,BL9,BL,TPT-01614,53.59939,-2.285505,,,,
Scotland,INDEPENDENT,TPT,DD5 4JF,DD5,DD,TPT-01615,56.47634,-2.833411,,,,
London,INDEPENDENT,TPT,E9 7PX,E9,E,TPT-01616,51.53996,-0.05346326,,,,
London,INDEPENDENT,TPT,E13 0QZ,E13,E,TPT-01617,51.53763,0.03105373,,,,
Scotland,INDEPENDENT,TPT,EH16 5EG,EH16,EH,TPT-01618,55.93383,-3.161968,,,,
North East England,INDEPENDENT,TPT,TS20 1PE,TS20,TS,TPT-01619,54.59716,-1.319353,,,,
London,INDEPENDENT,TPT,TW3 1NP,TW3,TW,TPT-01620,51.47101,-0.3554154,,,,
Scotland,INDEPENDENT,TPT,EH54 5AQ,EH54,EH,TPT-01621,55.89266,-3.499117,,,,
East of England,INDEPENDENT,TPT,NR30 1PD,NR30,NR,TPT-01622,52.60825,1.724411,,,,
West Midlands,INDEPENDENT,TPT,DY4 9BS,DY4,DY,TPT-01623,52.53513,-2.074288,,,,
Wales,INDEPENDENT,TPT,CF24 2AD,CF24,CF,TPT-01624,51.48106,-3.155282,,,,
South West England,INDEPENDENT,TPT,BA12 0DF,BA12,BA,TPT-01625,51.2098,-2.158737,,,,
West Midlands,INDEPENDENT,TPT,B37 7ST,B37,B,TPT-01626,52.47405,-1.725241,,,,
North West England,INDEPENDENT,TPT,OL11 3JU,OL11,OL,TPT-01627,53.6016,-2.183896,,,,
Wales,INDEPENDENT,TPT,SY16 1AA,SY16,SY,TPT-01628,52.51422,-3.313114,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,S6 5QN,S6,S,TPT-01629,53.39188,-1.527245,,,,
East Midlands,INDEPENDENT,TPT,NN16 0BN,NN16,NN,TPT-01630,52.40033,-0.7260325,,,,
London,INDEPENDENT,TPT,CR7 8LE,CR7,CR,TPT-01631,51.39823,-0.09365788,,,,
London,INDEPENDENT,TPT,E14 7PQ,E14,E,TPT-01632,51.51367,-0.03372958,,,,
Scotland,INDEPENDENT,TPT,EH35 5JS,EH35,EH,TPT-01633,55.9099,-2.947992,,,,
West Midlands,INDEPENDENT,TPT,B28 8LF,B28,B,TPT-01634,52.43853,-1.838172,,,,
North East England,INDEPENDENT,TPT,DL16 6RG,DL16,DL,TPT-01635,54.70418,-1.602886,,,,
East Midlands,INDEPENDENT,TPT,S40 2SA,S40,S,TPT-01636,53.22388,-1.43349,,,,
West Midlands,INDEPENDENT,TPT,B10 9DU,B10,B,TPT-01637,52.46937,-1.841121,,,,
South East England,INDEPENDENT,TPT,RG1 7TT,RG1,RG,TPT-01638,51.45204,-0.9909539,,,,
West Midlands,INDEPENDENT,TPT,TF2 8EB,TF2,TF,TPT-01639,52.71709,-2.439291,,,,
North West England,INDEPENDENT,TPT,OL7 9JW,OL7,OL,TPT-01641,53.50011,-2.113492,,,,
London,INDEPENDENT,TPT,E4 9HH,E4,E,TPT-01642,51.60938,-0.001361061,,,,
South East England,INDEPENDENT,TPT,CT17 9NT,CT17,CT,TPT-01643,51.12362,1.294225,,,,
West Midlands,INDEPENDENT,TPT,B27 6BL,B27,B,TPT-01644,52.44678,-1.820384,,,,
East Midlands,INDEPENDENT,TPT,DE55 4EQ,DE55,DE,TPT-01645,53.06526,-1.368269,,,,
East of England,INDEPENDENT,TPT,RM15 5AP,RM15,RM,TPT-01646,51.51588,0.2846277,,,,
Northern Ireland,INDEPENDENT,TPT,BT5 6BW,BT5,BT,TPT-01647,54.59016,-5.880044,,,,
Scotland,INDEPENDENT,TPT,G14 9QB,G14,G,TPT-01648,55.87444,-4.337708,,,,
South West England,INDEPENDENT,TPT,BS7 0PA,BS7,BS,TPT-01649,51.49545,-2.5814,,,,
East Midlands,INDEPENDENT,TPT,S43 2NL,S43,S,TPT-01650,53.27568,-1.371996,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,HD7 5TQ,HD7,HD,TPT-01651,53.63114,-1.842468,,,,
North West England,INDEPENDENT,TPT,BB11 3JY,BB11,BB,TPT-01652,53.78429,-2.237496,,,,
London,INDEPENDENT,TPT,W12 9BL,W12,W,TPT-01653,51.50288,-0.2434094,,,,
Scotland,INDEPENDENT,TPT,KY10 3HU,KY10,KY,TPT-01654,56.22433,-2.692185,,,,
North West England,INDEPENDENT,TPT,M30 7LH,M30,M,TPT-01655,53.47463,-2.374943,,,,
East Midlands,INDEPENDENT,TPT,DE72 3NB,DE72,DE,TPT-01656,52.89431,-1.343481,,,,
East Midlands,INDEPENDENT,TPT,S40 1TX,S40,S,TPT-01657,53.23697,-1.429497,,,,
North East England,INDEPENDENT,TPT,TS17 9BD,TS17,TS,TPT-01658,54.54608,-1.28607,,,,
Scotland,INDEPENDENT,TPT,EH54 6LQ,EH54,EH,TPT-01659,55.89026,-3.507803,,,,
East Midlands,INDEPENDENT,TPT,NN16 8SX,NN16,NN,TPT-01660,52.39943,-0.7281895,,,,
West Midlands,INDEPENDENT,TPT,ST6 5AN,ST6,ST,TPT-01661,53.05951,-2.211732,,,,
London,INDEPENDENT,TPT,CR0 8EB,CR0,CR,TPT-01662,51.37705,-0.02785017,,,,
London,INDEPENDENT,TPT,SE27 0JL,SE27,SE,TPT-01663,51.43004,-0.1047205,,,,
London,INDEPENDENT,TPT,W3 9BD,W3,W,TPT-01664,51.50143,-0.285191,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,S9 5HQ,S9,S,TPT-01665,53.38692,-1.411392,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,DN4 8PU,DN4,DN,TPT-01666,53.50383,-1.156213,,,,
East Midlands,INDEPENDENT,TPT,NN16 8RU,NN16,NN,TPT-01667,52.40105,-0.7245712,,,,
Scotland,LIFESTYLE,TPT,ML2 7AF,ML2,ML,TPT-01668,55.77391,-3.919853,,,,
Northern Ireland,INDEPENDENT,TPT,BT12 4GB,BT12,BT,TPT-01669,54.59843,-5.939364,,,,
East Midlands,INDEPENDENT,TPT,NG15 7PA,NG15,NG,TPT-01670,53.03111,-1.19414,,,,
Scotland,INDEPENDENT,TPT,EH22 4DN,EH22,EH,TPT-01671,55.87928,-3.047837,,,,
Scotland,INDEPENDENT,TPT,G21 1DT,G21,G,TPT-01672,55.88241,-4.230593,,,,
North West England,INDEPENDENT,TPT,BL1 8DR,BL1,BL,TPT-01673,53.59113,-2.430573,,,,
Scotland,INDEPENDENT,TPT,DD3 7BG,DD3,DD,TPT-01674,56.46681,-2.972783,,,,
